label,w,w_abs
GATS1p,-1.7855518217037505,1.7855518217037505
GATS2p,0.0073365547114224786,0.0073365547114224786
GATS3p,-2.8990371199624567,2.8990371199624567
GATS4p,-1.8188670284502788,1.8188670284502788
GATS5p,-0.29634830885893854,0.29634830885893854
GATS1i,-0.830779662254713,0.830779662254713
GATS2i,1.4271468509143341,1.4271468509143341
GATS3i,-1.7087078078451012,1.7087078078451012
GATS4i,-1.8679400680947924,1.8679400680947924
GATS5i,2.13409250394509,2.13409250394509
BalabanJ,1.7176215523241245,1.7176215523241245
BertzCT,-3.67953414659097,3.67953414659097
nBonds,0.22275871152919094,0.22275871152919094
nBondsO,0.4009031929729059,0.4009031929729059
nBondsS,0.23904105386026667,0.23904105386026667
nBondsD,1.134028187164621,1.134028187164621
nBondsT,0.8824823973400538,0.8824823973400538
nBondsA,-0.5433412432329343,0.5433412432329343
nBondsM,-0.1365620852244041,0.1365620852244041
nBondsKS,0.3254852081034323,0.3254852081034323
nBondsKD,-0.6225750546244205,0.6225750546244205
RNCG,5.021960335020749,5.021960335020749
RPCG,-0.1901120875442006,0.1901120875442006
C1SP1,-1.3119294997185325,1.3119294997185325
C2SP1,2.2833620404089663,2.2833620404089663
C1SP2,1.707424085973189,1.707424085973189
C2SP2,-1.08497147506221,1.08497147506221
C3SP2,-1.3076742161118708,1.3076742161118708
C1SP3,1.6539487385566045,1.6539487385566045
C2SP3,0.5456746504949381,0.5456746504949381
C3SP3,-0.1876514316301302,0.1876514316301302
C4SP3,-0.3779510763582743,0.3779510763582743
HybRatio,0.22497321074537638,0.22497321074537638
FCSP3,-0.7336093111403715,0.7336093111403715
Xch-3d,-1.0450567831706863,1.0450567831706863
Xch-4d,3.149384698287468,3.149384698287468
Xch-5d,0.10462889173522634,0.10462889173522634
Xch-6d,-1.4296113722547406,1.4296113722547406
Xch-7d,1.910899878938337,1.910899878938337
Xch-3dv,-2.025640027086499,2.025640027086499
Xch-4dv,2.791044334991897,2.791044334991897
Xch-5dv,-0.7274275723053697,0.7274275723053697
Xch-6dv,-2.16967447604252,2.16967447604252
Xch-7dv,0.43703064804783265,0.43703064804783265
Xc-3d,-0.627922158023753,0.627922158023753
Xc-4d,-0.11457856925822263,0.11457856925822263
Xc-5d,-0.5107159764131773,0.5107159764131773
Xc-6d,-3.5917096550636787,3.5917096550636787
Xc-3dv,-0.3317274576439972,0.3317274576439972
Xc-4dv,-2.9418149191904344,2.9418149191904344
Xc-5dv,1.6138437915148969,1.6138437915148969
Xc-6dv,5.770657559524206,5.770657559524206
Xpc-4d,0.03284530192964375,0.03284530192964375
Xpc-5d,-1.9137700058595353,1.9137700058595353
Xpc-6d,-1.1399428385287595,1.1399428385287595
Xpc-4dv,0.5371910717628021,0.5371910717628021
Xpc-5dv,-0.8280064885936728,0.8280064885936728
Xpc-6dv,-0.7925188788822921,0.7925188788822921
Xp-1d,0.548034233018346,0.548034233018346
Xp-2d,-0.05874270924549288,0.05874270924549288
Xp-3d,0.9773863999964701,0.9773863999964701
Xp-4d,0.569074417378533,0.569074417378533
Xp-5d,2.9496745899044665,2.9496745899044665
Xp-6d,2.7167500402053353,2.7167500402053353
Xp-7d,-1.3794444269252153,1.3794444269252153
AXp-1d,0.20953376123438522,0.20953376123438522
AXp-2d,-1.620948785062978,1.620948785062978
AXp-3d,2.2174115749069365,2.2174115749069365
AXp-4d,1.021717784277609,1.021717784277609
AXp-5d,-0.6368848835897726,0.6368848835897726
AXp-6d,0.10277609385239567,0.10277609385239567
Xp-1dv,0.1746069590890544,0.1746069590890544
Xp-2dv,0.5124151137221911,0.5124151137221911
Xp-3dv,1.675146800556333,1.675146800556333
Xp-4dv,-0.5116595479165942,0.5116595479165942
Xp-5dv,0.3915621925510909,0.3915621925510909
Xp-6dv,-1.1910927223186092,1.1910927223186092
Xp-7dv,-2.659970219613586,2.659970219613586
AXp-1dv,0.14937314129165216,0.14937314129165216
AXp-2dv,0.307083057004793,0.307083057004793
AXp-3dv,2.6373832122295173,2.6373832122295173
AXp-4dv,-0.02193346250906108,0.02193346250906108
AXp-5dv,2.304244945679559,2.304244945679559
AXp-6dv,0.8587802773289703,0.8587802773289703
SZ,0.39170058685190257,0.39170058685190257
Sm,0.41086906700429326,0.41086906700429326
Sv,0.3158878576379747,0.3158878576379747
Sse,0.096410832514139,0.096410832514139
Spe,0.12462086371524247,0.12462086371524247
Sare,0.13451446507234166,0.13451446507234166
Sp,0.9641097418008595,0.9641097418008595
Si,0.09955185831563966,0.09955185831563966
MZ,0.05812815476378916,0.05812815476378916
Mm,0.006430678301181844,0.006430678301181844
Mv,0.02695882457565631,0.02695882457565631
Mse,-0.34526271704340455,0.34526271704340455
