,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
1719,DNSQLYMMVCVYIB-UHFFFAOYSA-N,CC1=NC2(O)C=CC(=O)C=C2S1,181.215,1.0,3.0,0.0,74.96,4.0,2.0,-0.209,heterocyclic,154.5,
1720,DNSXSYZLXRHYTM-JGVFFNPUSA-N,[H][C@]1(O)C(=O)C=C(C)C(=O)[C@@]1(C)O,170.165,2.0,4.0,0.0,74.6,4.0,2.0,-0.392,isocyclic,140.75,
1722,DNVCLGMLXSQAKB-UHFFFAOYSA-N,CN1C(=O)COC11C=CC(=O)C=C1,179.175,0.0,4.0,0.0,46.61,4.0,2.0,-0.507,,113.0,
1726,DOBBPNIMACMIRW-UHFFFAOYSA-N,CC(=C)C1=CC(=O)C(C)=CC1=O,162.188,0.0,2.0,1.0,34.14,4.0,2.0,0.989,isocyclic,55.0,
1727,DOBWIQUTMMPRAK-UHFFFAOYSA-N,CCCC1=CC(O)=C(CCC)C=C1O,194.274,2.0,0.0,4.0,40.46,4.0,2.0,3.728,isocyclic,149.66666666666666,1.0274023338281628
1729,DOCPEKKIKQXOQW-UHFFFAOYSA-N,OC1=C2C(=O)C=CC(O)(C=C)C2=CC=C1,202.21,2.0,2.0,1.0,57.53,4.0,2.0,1.446,,63.0,
1730,DODGWJGXDIDBPI-UHFFFAOYSA-N,C[Si](C)(C)C1=CC(O)=CC=C1O,182.294,2.0,0.0,1.0,40.46,4.0,2.0,2.753,isocyclic,127.0,0.8660254037844386
1732,DODSJDRUTZVBDM-PRMYIZFSSA-N,C[C@H]1[C@@H](O)[C@@H](O)C=CC1=O,142.155,2.0,3.0,0.0,57.53,4.0,2.0,-0.477,,129.0,
1736,DOKMIFOKVWYSLF-ARJAWSKDSA-N,COC1=CC(\C=C/CO)=C(O)C=C1C,194.23,2.0,1.0,3.0,49.69,4.0,2.0,1.548,isocyclic,88.5,
1743,DPENHGBTFVUCAN-BHNWBGBOSA-N,C[C@@H]1C[C@@H](O)C[C@@](C)(C=NO)C1=O,185.223,2.0,2.0,1.0,69.89,4.0,2.0,0.501,isocyclic,153.0,
1746,DPKWXRUINJHOOB-UHFFFAOYSA-N,OCCOC1=CC=C(O)C=C1,154.166,2.0,1.0,3.0,49.69,4.0,2.0,0.8220000000000001,isocyclic,88.16666666666667,4.169998667732268
1748,DPLNFNDHGYCZLF-UHFFFAOYSA-N,CNC(=O)OC1=CC=C(OC)C(C)=C1,195.218,1.0,2.0,4.0,47.56,4.0,2.0,1.588,isocyclic,88.25,
1754,DPYIXORQFPKXNV-UHFFFAOYSA-N,CC1(C)N=NC2=C(O)C=CC(O)=C12,178.19099999999997,2.0,2.0,0.0,65.18,4.0,2.0,2.086,,199.5,
1756,DPYVJXMRYQGOED-JGVFFNPUSA-N,CC(C)(C)[C@@H]1C[C@@H](O)CCC1=O,170.252,1.0,2.0,1.0,37.3,4.0,2.0,1.655,isocyclic,67.5,
1763,DQJLQTJXZMEMBV-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1C1CC2C=C1,202.253,0.0,0.0,2.0,18.46,4.0,2.0,2.695,isocyclic,77.58333333333333,0.8249579113843055
1771,DQZPAOBITGJVQC-UHFFFAOYSA-N,CCC1=CC(O)=C(C=O)C=C1O,166.17700000000005,2.0,1.0,2.0,57.53,4.0,2.0,2.025,isocyclic,84.0,
1773,DRELQAUAWVSPDC-UHFFFAOYSA-N,COC1=CC2=C(OC(C)C2=O)C=C1,178.188,0.0,1.0,1.0,35.53,4.0,2.0,1.717,heterocyclic,36.0,
1778,DRLDVFDRQMUEJL-UHFFFAOYSA-N,CCOC1=C(C=O)C=C(O)C=C1,166.17700000000005,1.0,1.0,3.0,46.53,4.0,2.0,1.65,,108.5,
1780,DROWPPNHHHQZBG-UHFFFAOYSA-N,CC(=O)OC1(C)C=C(C)C(=O)C(C)=C1,194.23,0.0,3.0,2.0,43.37,4.0,2.0,1.258,isocyclic,56.5,0.6123724356957945
1789,DRVXFAYOYFHUMU-UHFFFAOYSA-N,OC1=C2C3CC(C=C3)C2=C(O)C2=C1CC2,200.237,2.0,0.0,0.0,40.46,4.0,2.0,1.955,isocyclic,211.5,
1790,DRWBOAKFHNGZHF-UHFFFAOYSA-N,OC1=CC=C2OC(=CC2=C1)C#N,159.144,1.0,1.0,0.0,57.16,4.0,2.0,1.395,heterocyclic,144.0,
1791,DRZFZBVCAIFZAB-NFRPEMGSSA-N,[H][C@@]12C[C@@]34O[C@]3([H])C3([H])OO[C@@]4(C=C3)[C@]1([H])O2,180.16,0.0,4.0,0.0,43.52,4.0,2.0,-0.29100000000000004,heterocyclic,105.25,
1793,DRZFZBVCAIFZAB-RMTJWAOWSA-N,[H]C1([H])[C@@H]2O[C@@H]2[C@]23OO[C@H](C=C2)[C@@H]2O[C@]132,180.16,0.0,4.0,0.0,43.52,4.0,2.0,-0.29100000000000004,heterocyclic,105.25,
1794,DRZKWBQUDNWBOX-UHFFFAOYSA-N,COC1=CC=C2OC(Cl)C(=O)C2=C1,198.606,0.0,1.0,1.0,35.53,4.0,2.0,1.7009999999999998,,44.0,
1797,DSBZYDDWLLIJJS-UHFFFAOYSA-N,COC1=C(O)C=C(C)C(O)=C1OC,184.192,2.0,0.0,2.0,58.92,4.0,2.0,0.998,isocyclic,76.25,1.0206207261596576
1806,DSLHVEAQPSIMIR-UHFFFAOYSA-N,OCCCC1=C2CCOC2=CC=C1O,194.23,2.0,1.0,3.0,49.69,4.0,2.0,1.082,heterocyclic,109.0,
1808,DSMAMVKUYHNKSN-UHFFFAOYSA-N,CC(C)(C)C1=CC(O)=CC(O)=C1O,182.219,3.0,0.0,1.0,60.69,4.0,2.0,2.571,isocyclic,97.0,
1812,DSRSATOWRRGFJB-UHFFFAOYSA-N,COC(=O)OC1CCC(=O)CC1,172.18099999999995,0.0,4.0,3.0,52.6,4.0,2.0,0.59,,35.0,
1817,DTAWFMRIHNITFA-UHFFFAOYSA-N,COC1=CC=C(OCCC#N)C=C1,177.203,0.0,1.0,4.0,42.25,4.0,2.0,1.503,isocyclic,63.13125,2.1533313580357305
1820,DTEGIYBKHHCVIB-UHFFFAOYSA-N,OC12C=CC(=O)C3CC1C=CC23,162.188,1.0,2.0,0.0,37.3,4.0,2.0,-0.376,isocyclic,96.0,
1826,DTKGMBGABSHMRJ-UHFFFAOYSA-N,OC1=CC2=C(OCCNC2=O)C=C1,179.175,2.0,2.0,0.0,58.56,4.0,2.0,0.726,,119.0,
1828,DTUIOHKOOHGZLX-UHFFFAOYSA-N,COC1=CC=C2OCC(=S)NC2=C1,195.242,1.0,1.0,1.0,62.58,4.0,2.0,1.46,heterocyclic,183.0,
1829,DTUYMYHHAYAOEW-SHRPOTNHSA-N,[H][C@]12C[C@@H](C)C(=O)C[C@@]1([H])C(=C)C(=O)O2,180.203,0.0,3.0,0.0,43.37,4.0,2.0,0.317,,62.55,
1832,DUDXDBFXEIWKOZ-UHFFFAOYSA-N,CC(=O)C1(O)C=CC(=O)C(C)=C1,166.17700000000005,1.0,3.0,1.0,54.37,4.0,2.0,-0.273,isocyclic,99.0,
1834,DUEIDRANCKOKGP-UHFFFAOYSA-N,CCCCOC1=CC(C#N)=C(O)C=C1,191.23,1.0,1.0,4.0,53.25,4.0,2.0,2.604,,92.0,
1835,DUGFMMSCINLOLG-UHFFFAOYSA-N,CC1=C(O)C=C2CCC(C)(C)OC2=C1,192.258,1.0,0.0,0.0,29.46,4.0,2.0,2.838,heterocyclic,87.5,
1838,DUHMBOIKUGGBGO-UHFFFAOYSA-N,CC1=CC2(OCCO2)C(C)=CC1=O,180.203,0.0,3.0,0.0,35.53,4.0,2.0,0.021,heterocyclic,35.7,
1839,DULKXLNDOJVMDT-TXEJJXNPSA-N,CO[C@]1(C=C[C@@](OC)(C=C1)C#C)C#C,188.226,0.0,2.0,2.0,18.46,4.0,2.0,1.6,isocyclic,95.0,
1845,DUTLUPDASWGHSO-KVQBGUIXSA-N,OO[C@@H]1C[C@H]2OO[C@@H]1C=C2,144.127,1.0,4.0,1.0,47.92,4.0,2.0,0.268,heterocyclic,131.5,
1846,DUTLUPDASWGHSO-NGJCXOISSA-N,OO[C@@H]1C[C@@H]2OO[C@H]1C=C2,144.127,1.0,4.0,1.0,47.92,4.0,2.0,0.268,heterocyclic,98.0,
1854,DVOJUTLIWKFDFE-KVTDHHQDSA-N,O[C@@H]1C=C(Cl)[C@@H](O)[C@@H](O)[C@@H]1O,180.588,4.0,4.0,0.0,80.92,4.0,2.0,-0.422,isocyclic,148.0,
1858,DVUMANLSLXXRTC-UHFFFAOYSA-L,[Ca++].[O-]C1=CC(=O)C([O-])=CC1=O,178.157,0.0,4.0,0.0,80.26,4.0,2.0,0.468,isocyclic,275.0,
1859,DVVIUISEDJEIIB-UHFFFAOYSA-N,COC1=C(C)C(C)=C(OC)C(O)=C1,182.219,1.0,0.0,2.0,38.69,4.0,2.0,1.63,isocyclic,70.5,
1862,DVYOLPZTXJASQC-UHFFFAOYSA-N,COC1(C)C(C)=C(C)C(=O)C(C)=C1C,194.274,0.0,2.0,1.0,26.3,4.0,2.0,0.7390000000000001,isocyclic,50.25,
1863,DWDGVNGLRZZWKT-UHFFFAOYSA-N,COC1=C(O)C(C)=C(C(O)=O)C(O)=C1,198.175,3.0,2.0,2.0,86.99,4.0,2.0,1.127,isocyclic,172.5,
1864,DWDKDFYVXQQWAF-UHFFFAOYSA-N,COC1=C(C=C2OC(=O)C=CC2=C1)C#C,200.194,0.0,1.0,1.0,35.53,4.0,2.0,2.187,,139.5,
1867,DWKIFIWDGQIATP-UHFFFAOYSA-N,CCOC1=CC(C)=C(O)C=C1C,166.22,1.0,0.0,2.0,29.46,4.0,2.0,2.406,isocyclic,81.5625,0.6218671481916375
1874,DWRFAQWCIQVVFD-UHFFFAOYSA-N,COC1=CC(C)=C(O)C2=C1C=CC=C2,188.226,1.0,0.0,1.0,29.46,4.0,2.0,3.023,isocyclic,101.21428571428571,2.2177392423228603
1884,DXNBDBVZTGQULC-UHFFFAOYSA-N,CCOC1=CC=C(O)C=C1C(C)=O,180.203,1.0,1.0,3.0,46.53,4.0,2.0,1.831,,94.0,
1893,DYJBRHDJGHQNNZ-UHFFFAOYSA-N,OC(=O)C1=C(O)C=C(Cl)C(O)=C1,188.567,3.0,2.0,1.0,77.76,4.0,2.0,1.876,isocyclic,222.0,
1895,DYKYKRBSMPEWMF-UHFFFAOYSA-N,COC1=CC=C(O)C2=C1C(C)=CC=C2,188.226,1.0,0.0,1.0,29.46,4.0,2.0,3.234,isocyclic,119.0,
1898,DYWNJSKFOPLHPB-UHFFFAOYSA-N,COC1=CC=C2OCCCC2=C1C=O,192.21400000000003,0.0,1.0,2.0,35.53,4.0,2.0,1.7519999999999998,heterocyclic,58.0,
1899,DYXYAOXXUUDAKN-UHFFFAOYSA-N,Cl[H].CC1=NC2=C(N1)C(O)=CC=C2O,200.625,3.0,2.0,0.0,69.14,4.0,2.0,1.682,heterocyclic,298.0,
1902,DZAPYOAIROMSAL-UHFFFAOYSA-N,CC1(OO)C=CC(=O)C=C1,140.139,1.0,3.0,1.0,46.53,4.0,2.0,0.206,isocyclic,97.5,4.02077936060494
1907,DZNDULZELVTJGJ-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O)C=CC(O)=C2O1,192.171,2.0,1.0,0.0,66.76,4.0,2.0,0.835,heterocyclic,215.0,
1908,DZOXPAYEAYNYMA-UHFFFAOYSA-N,COC1=CC2=C(OC(=C2)C(C)=O)C=C1,190.199,0.0,1.0,2.0,39.44,4.0,2.0,1.87,heterocyclic,86.4375,2.9388294863771867
1910,DZSHGQHHHVLRIU-UHFFFAOYSA-N,COC1=C(C=C(O)C=C1)C(O)CO,184.192,3.0,2.0,3.0,69.92,4.0,2.0,0.114,isocyclic,106.5,
1911,DZSMIPDUXZHAEA-UHFFFAOYSA-N,COC1(C)C=CC(=O)C(C)=C1,152.19299999999996,0.0,2.0,1.0,26.3,4.0,2.0,0.856,isocyclic,43.583333333333336,5.994210169451481
1915,DZXKASXBDDGFIS-UHFFFAOYSA-N,O=C1CC2(COC22C=CC(=O)C=C2)O1,192.171,0.0,4.0,0.0,52.6,4.0,2.0,-0.276,heterocyclic,110.0,
1920,FAEQCJDCOOYTDV-UHFFFAOYSA-N,OC1=CC(CS)=C(O)C=C1,156.205,2.0,0.0,1.0,79.26,4.0,2.0,1.58,isocyclic,125.0,
1922,FAFXYHOIRFQUNF-UHFFFAOYSA-N,CCC1=C(CC)C(O)=CC2=C1OCC2,192.258,1.0,0.0,2.0,29.46,4.0,2.0,2.757,heterocyclic,86.5,
1924,FALHXFNCFWGFID-JBDRJPRFSA-N,O[C@H]1C=C[C@H](O)[C@@]2(O)CCC[C@]12O,186.208,4.0,4.0,0.0,80.92,4.0,2.0,0.183,isocyclic,114.0,
1926,FANCXFABJRORMF-UHFFFAOYSA-N,CC(=O)OC1=CC(CO)=C(O)C=C1,182.176,2.0,2.0,3.0,66.76,4.0,2.0,1.019,isocyclic,85.0,
1927,FAQXRYQUQBSKEC-UHFFFAOYSA-N,OC1(CCC(=O)CC1)C1=CC=CC=C1,190.242,1.0,2.0,1.0,37.3,4.0,2.0,1.142,isocyclic,125.9,3.9924929555354263
1935,FAWZPILQQANJKM-SECBINFHSA-N,COC1=CC=C2O[C@H](CC2=C1)C(O)=O,194.187,1.0,2.0,2.0,55.76,4.0,2.0,1.183,,86.0,
1937,FAWZPILQQANJKM-VIFPVBQESA-N,COC1=CC=C2O[C@@H](CC2=C1)C(O)=O,194.187,1.0,2.0,2.0,55.76,4.0,2.0,1.183,,86.0,
1941,FAZVALCJVBCDEH-UHFFFAOYSA-N,OCCOC1=CC2=C(OCO2)C=C1,182.176,1.0,1.0,3.0,47.92,4.0,2.0,0.7170000000000001,heterocyclic,57.5,
1946,FBLDYGBOMKRHLA-UHFFFAOYSA-N,COC1=C(NO)C(C=O)=C(OC)C=C1,197.191,2.0,1.0,4.0,67.79,4.0,2.0,1.291,isocyclic,87.0,
1947,FBLZWWDWBRMCSE-UHFFFAOYSA-N,OC1=C2C=CC=NC2=C(O)C=C1,161.16,2.0,1.0,0.0,53.35,4.0,2.0,1.3130000000000002,heterocyclic,181.16666666666666,0.8498365855987975
1950,FBMDGZNFNRYUNF-XAVMHZPKSA-N,CC(=O)O[C@@H]1C=C(C)[C@H](O)[C@@H]2O[C@H]12,184.192,1.0,4.0,2.0,59.06,4.0,2.0,-0.34700000000000003,heterocyclic,65.0,
1951,FBPSBGSWWFBXQB-UHFFFAOYSA-N,COC1=C2NC=NC2=C(OC)C=C1,178.19099999999997,1.0,2.0,2.0,47.14,4.0,2.0,1.147,heterocyclic,222.33333333333334,4.0276819911981905
1953,FBRSHCVRTNPNES-UHFFFAOYSA-N,COC1=C(O)C(O)=C(C)C=C1O,170.165,3.0,0.0,1.0,69.92,4.0,2.0,1.106,isocyclic,103.9375,3.718093429433962
1966,FCAKIKGCXFCVCO-UHFFFAOYSA-N,ClC1=CC(=O)C2=NSN=C2C1=O,200.605,0.0,4.0,0.0,88.16,4.0,2.0,0.34600000000000003,heterocyclic,151.58333333333334,4.360491817317043
1968,FCAOFUHPTIZSFV-UHFFFAOYSA-N,O=C1C=CC2(OC3=C(O2)C=CC=C3)C=C1,200.194,0.0,1.0,0.0,35.53,4.0,2.0,1.743,heterocyclic,144.5,
1983,FCZJXHUMNWJTKY-UHFFFAOYSA-N,OC1=C(C=O)C(=C(O)C=C1)N(=O)=O,183.12,2.0,1.0,2.0,103.35,4.0,2.0,2.085,isocyclic,141.0,
1987,FDFCKUXJPTYABM-UHFFFAOYSA-N,OC1=CC(=C(O)C=C1)C1=CC=CC=C1O,202.21,3.0,0.0,1.0,60.69,4.0,2.0,2.744,isocyclic,87.5,
1990,FDJXJYQYCTVCAV-UHFFFAOYSA-N,OC1=C2OCOC2=C2OCOC2=C1,182.133,1.0,0.0,0.0,57.15,4.0,2.0,0.862,heterocyclic,134.0,
1992,FDODVZVWGKVMBO-PHDIDXHHSA-N,O[C@H]1CC[C@H](O)C=C1,114.144,2.0,2.0,0.0,40.46,4.0,2.0,0.104,isocyclic,85.3,1.2832251036613453
1994,FDPXHSCNVFKSKS-UHFFFAOYSA-N,CC1CCC(=O)C2=C(O)C=CC(O)=C12,192.21400000000003,2.0,1.0,0.0,57.53,4.0,2.0,1.625,isocyclic,186.0,
1998,FDYVUFWGFUGDNH-UHFFFAOYSA-N,COC1=C2CCC(O)C2=C(OC)C=C1,194.23,1.0,1.0,2.0,38.69,4.0,2.0,1.348,isocyclic,71.0,
1999,FEBBRBNJALULIG-UHFFFAOYSA-N,OC1=C(Cl)C=C2OC(=O)SC2=C1,202.618,1.0,1.0,0.0,71.83,4.0,2.0,1.97,heterocyclic,165.75,
2005,FEDUOWTYRVTJTB-UHFFFAOYSA-N,CC1(C)CC(=O)CCC1=O,140.18200000000002,0.0,2.0,0.0,34.14,4.0,2.0,-0.236,isocyclic,74.5,
2007,FEGFFPRZMKVIKM-GDPRMGEGSA-N,[H][C@]12O[C@@]1(C#CC(C)=C)C(=O)C=C[C@@H]2O,190.199,1.0,3.0,0.0,49.83,4.0,2.0,0.667,,97.5,
2011,FEQBOONUJRUGIV-UHFFFAOYSA-N,C1COCCN1.OC1=CC=C(O)C=C1,197.234,3.0,2.0,0.0,61.72,3.0,2.0,,heterocyclic,70.5,
2027,FFTDBETWLSWUAP-UHFFFAOYSA-N,COC1=CC2=C(OCC(=O)C=C2)C=C1,190.199,0.0,1.0,1.0,35.53,4.0,2.0,1.463,heterocyclic,36.0,
2028,FFTMFTKIHAFVGZ-UHFFFAOYSA-N,CC(=O)C1=C(O)C=C2OCOC2=C1,180.16,1.0,1.0,1.0,55.76,4.0,2.0,1.411,heterocyclic,112.75,1.0307764064044151
2031,FFWCPSIXHDGTNL-UHFFFAOYSA-N,O=C1C=CC(=O)C2(CC2)C11CC1,162.188,0.0,2.0,0.0,34.14,4.0,2.0,-0.134,isocyclic,62.5,
2049,FGZSOHVMYUJFNK-UHFFFAOYSA-N,COC1=C(C=O)C=C(O)C(CC=C)=C1,192.21400000000003,1.0,1.0,4.0,46.53,4.0,2.0,2.309,,98.0,
2051,FHAMKLIXDLEUPK-JGVFFNPUSA-N,O[C@@H]1C[C@H](O)C2=CC=CC(O)=C2C1=O,194.187,3.0,3.0,0.0,77.76,4.0,2.0,0.428,isocyclic,142.0,
2052,FHAMKLIXDLEUPK-SFYZADRCSA-N,O[C@H]1C[C@@H](O)C2=C(C1=O)C(O)=CC=C2,194.187,3.0,3.0,0.0,77.76,4.0,2.0,0.428,isocyclic,115.5,
2059,FHODTNKZTXXOOM-UHFFFAOYSA-N,NC1=CC2=C(OC1=O)C=CC(O)=C2,177.15900000000005,2.0,2.0,0.0,72.55,4.0,2.0,1.305,heterocyclic,214.66666666666666,0.8498365855987975
2063,FHPCGYNCGHQRJE-UHFFFAOYSA-N,CC(C)C1=CC(O)=CC(C(O)=O)=C1O,196.203,3.0,2.0,2.0,77.76,4.0,2.0,2.448,isocyclic,156.5,
2068,FHXBTAKNBQSFRF-UHFFFAOYSA-N,CC1=CC2=C(CC1)C(O)=CC(C)=C2O,190.242,2.0,0.0,0.0,40.46,4.0,2.0,2.424,isocyclic,164.5,
2069,FHXGFGGFIWBNST-JGVFFNPUSA-N,CCC1=CC(=O)C[C@H](O)[C@@H]1O,156.181,2.0,3.0,1.0,57.53,4.0,2.0,-0.455,,77.5,
2072,FHXQLMMBPHMTRE-ZDGBYWQASA-N,[H][C@@]12OC(=O)C(C(C)C)[C@]1([H])CC(=O)C=C2,194.23,0.0,3.0,1.0,43.37,4.0,2.0,1.435,heterocyclic,72.0,
2074,FIGAANRGYUFDRO-UHFFFAOYSA-N,OC1=C2CCC=C3C(=O)OC(C=C1)=C23,188.183,1.0,1.0,0.0,46.53,4.0,2.0,1.729,heterocyclic,234.0,
2075,FIIAWGVYKDERMI-UHFFFAOYSA-N,CC1=CC(=O)C=C(C)C11CCCO1,178.231,0.0,2.0,0.0,26.3,4.0,2.0,0.46,heterocyclic,98.55,
2076,FIIOJBGRZLIJIL-UHFFFAOYSA-N,O=C1CCC(=O)C2=C1NC1=C2CCCC1,203.241,1.0,3.0,0.0,49.93,4.0,2.0,1.763,heterocyclic,236.0,
2078,FIOAQDYSQPVBER-CWPTYNHPSA-N,[H][C@]12[C@H]3C[C@H](C=C3)[C@@]1([H])[C@]1([H])C(=O)C=CC(=O)[C@]21[H],200.237,0.0,2.0,0.0,34.14,4.0,2.0,1.2009999999999998,isocyclic,89.5,
2082,FISMLWPZVABGGE-UHFFFAOYSA-N,CC#CC#CC1(O)C=CC(O)(C=C1)C#C,198.221,2.0,2.0,0.0,40.46,4.0,2.0,1.821,isocyclic,190.0,
2084,FJEODMQMKPUNRH-UHFFFAOYSA-N,OC1=CC=C(O)C(=C1)N1C=CN=C1,176.175,2.0,2.0,1.0,58.28,4.0,2.0,1.02,heterocyclic,199.0,
2087,FJJMZPAUMGZYNE-UHFFFAOYSA-N,CCOC1=C2C=NC=NC2=C(O)C=C1,190.202,1.0,2.0,2.0,55.24,4.0,2.0,1.016,heterocyclic,159.5,
2090,FJMYXDURLBMYMI-IVQVNHIISA-N,[H][C@@]12[C@H](C)C=C[C@H](C)[C@]1([H])C(=O)C=CC2=O,190.242,0.0,2.0,0.0,34.14,4.0,2.0,1.4340000000000002,isocyclic,57.583333333333336,1.8521758975744056
2092,FJMYXDURLBMYMI-MRUWNMPWSA-N,[H][C@@]12C(C)C=CC(C)[C@]1([H])C(=O)C=CC2=O,190.242,0.0,2.0,0.0,34.14,4.0,2.0,1.4340000000000002,isocyclic,58.75,
2093,FJMYXDURLBMYMI-UHFFFAOYSA-N,CC1C=CC(C)C2C1C(=O)C=CC2=O,190.242,0.0,2.0,0.0,34.14,4.0,2.0,1.4340000000000002,isocyclic,187.5,
2094,FJSOPMGGSLABRJ-DTWKUNHWSA-N,[H][C@]12CC(=O)C=C(OC)[C@@]1([H])OC(C)(C)O2,198.219,0.0,4.0,1.0,44.76,4.0,2.0,0.55,,100.0,
2100,FKIAVYSNAUEDDS-UHFFFAOYSA-N,COC1=C(CO)C2=C(OCC2)C=C1,180.203,1.0,1.0,2.0,38.69,4.0,2.0,0.887,heterocyclic,62.75,
2106,FKUWKXIPPULUCW-UHFFFAOYSA-N,CC1(C)CCC2=C(O1)C=CC(O)=C2,178.231,1.0,0.0,0.0,29.46,4.0,2.0,2.612,heterocyclic,75.48333333333333,1.5723301886761007
2109,FKWSAXDBQYTQDO-UHFFFAOYSA-N,OC(=O)CC1=CC(O)=C(O)C=C1O,184.149,4.0,2.0,2.0,97.99,4.0,2.0,0.392,isocyclic,164.5,
2112,FKXUTIISOCJBJL-UHFFFAOYSA-N,CC1=C(C)C(O)=C(C#C)C(C#C)=C1O,186.21,2.0,0.0,0.0,40.46,4.0,2.0,2.658,isocyclic,151.5,
2125,FLSIZIGJVHIOFP-UHFFFAOYSA-N,COC1=CC2=C(ON=C2CC#N)C=C1,188.186,0.0,1.0,2.0,59.05,4.0,2.0,1.508,heterocyclic,123.0,
2127,FLUUNDGFOKTHET-UHFFFAOYSA-N,CC1=C(O)C(C)=C(C(O)=C1)N(=O)=O,183.164,2.0,0.0,1.0,86.28,4.0,2.0,2.412,isocyclic,119.0,
2128,FLWDGGPCKJBWNJ-UHFFFAOYSA-N,COC1=CC(C=O)=C2OCCCC2=C1,192.21400000000003,0.0,1.0,2.0,35.53,4.0,2.0,1.7519999999999998,heterocyclic,74.85,
2130,FLYNYGVIQIKEJX-UHFFFAOYSA-N,COC1=CC(C=O)=C(OC)C(Cl)=C1,200.622,0.0,1.0,3.0,35.53,4.0,2.0,2.17,isocyclic,69.5,
2135,FMBZPWCVJOHPMV-UHFFFAOYSA-N,Cl[H].NCC(=O)C1=C(O)C=CC(O)=C1,203.625,3.0,2.0,2.0,83.55,4.0,2.0,0.924,isocyclic,230.0,
2136,FMDDBCHXPSPKEO-NQMVMOMDSA-N,C[C@@H]1C[C@@H](O)[C@@H](CC1=O)C(C)(C)C,184.279,1.0,2.0,1.0,37.3,4.0,2.0,1.952,isocyclic,51.25,
2137,FMDDBCHXPSPKEO-QXFUBDJGSA-N,C[C@H]1C[C@@H](O)[C@@H](CC1=O)C(C)(C)C,184.279,1.0,2.0,1.0,37.3,4.0,2.0,1.952,isocyclic,98.94999999999999,
2140,FMFMDOJFLHYBOM-UHFFFAOYSA-N,COC1=C(C)C(OC)=C(O)C=C1,168.192,1.0,0.0,2.0,38.69,4.0,2.0,1.404,isocyclic,33.8125,0.9901862198596787
2144,FMGNNEMPSLSNPH-UHFFFAOYSA-N,O=CCOC1=CC=C(OCC=O)C=C1,194.187,0.0,2.0,6.0,52.6,4.0,2.0,1.444,isocyclic,90.5,
2148,FMJIRRPMBOKDNL-UGWDIOADSA-N,C[C@]12CC3[C@H](O)C1C1C2CC3C1=O,178.231,1.0,2.0,0.0,37.3,4.0,2.0,0.32299999999999995,isocyclic,101.5,
2150,FMNCAJFKPKNYNL-UHFFFAOYSA-N,COC1=CC2=C(ON=C2OCC#C)C=C1,203.197,0.0,0.0,3.0,44.49,4.0,2.0,2.255,heterocyclic,77.5,
2151,FMOOSWLOARSWKD-APPZFPTMSA-N,C[C@@]12C[C@@H](CC1=O)C1(C2)OCCO1,182.219,0.0,3.0,0.0,35.53,4.0,2.0,0.022,heterocyclic,63.75,
2153,FMQDZOFOPHKXLA-UHFFFAOYSA-N,OC(=O)C1=C(O)C(O)=C(O)C=C1O,186.121,5.0,2.0,1.0,118.22,4.0,2.0,1.461,isocyclic,309.0,
2162,FNDXNYZTCWDDGH-UHFFFAOYSA-N,CCN(CC)CC1=C(O)C=CC(O)=C1,195.261,2.0,1.0,4.0,43.7,4.0,2.0,1.807,isocyclic,113.0,
2163,FNGBMRQJSIEDLE-UHFFFAOYSA-N,CC1=C(O)C(O)=CC(O)=C1O,156.138,4.0,0.0,0.0,80.92,4.0,2.0,1.214,isocyclic,171.0,
2164,FNHBKLITBWMIRB-UHFFFAOYSA-N,COC1=CC=C2OC(O)C(=O)C2=C1,180.16,1.0,2.0,1.0,55.76,4.0,2.0,1.151,,191.5,
2166,FNJJBMMSCRULSJ-DTWKUNHWSA-N,CC(=O)O[C@H]1CCC(=O)C[C@@]1(C)O,186.208,1.0,4.0,2.0,63.6,4.0,2.0,-0.194,isocyclic,106.0,
2168,FNMYVSZZKGAZKC-UHFFFAOYSA-N,COC1=CC=C2OCOC2=C1C(O)=O,196.16,1.0,2.0,2.0,64.99,4.0,2.0,1.041,heterocyclic,142.0,
2169,FNSMGHSKZZFABH-ADEWGFFLSA-N,[H][C@]12[C@H](O)C=CC(=O)[C@@]1([H])C1=CC=CC=C21,186.21,1.0,2.0,0.0,37.3,4.0,2.0,0.679,isocyclic,127.5,
2171,FNUYRHOJWKNOPQ-UHFFFAOYSA-N,CC1=C(C)C2=CC(O)=CC=C2OC1=O,190.199,1.0,1.0,0.0,46.53,4.0,2.0,1.941,heterocyclic,238.625,2.902046691560975
2176,FNYQCLTWIHHCQV-UHFFFAOYSA-N,OC1=CC(=O)OC2=CC(O)=C(O)C=C12,194.144,3.0,2.0,0.0,86.99,4.0,2.0,1.042,heterocyclic,325.5,
2177,FNZWVMNMQCIMPL-UHFFFAOYSA-N,COC1=CC2=C(OC(C)=C2C)C=C1C#N,201.225,0.0,1.0,1.0,46.16,4.0,2.0,2.12,heterocyclic,155.5,
