,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
681,HBGVBAQAWXSWQF-UHFFFAOYSA-N,NC1=CC(=O)C2=C(O)C=CC(O)=C2C1=O,205.17,3.0,3.0,0.0,100.62,4.0,2.0,0.565,isocyclic,254.5,
682,HBRUFAQCYVFCGV-UHFFFAOYSA-N,CNC1=C(C)C(=O)C(NC)=C(OC)C1=O,210.233,2.0,5.0,3.0,67.43,4.0,2.0,0.993,isocyclic,231.0,
683,HCFATUVPAUPNEV-UHFFFAOYSA-N,CNC1=C(C)C(=O)C(C)=CC1=O,165.192,1.0,3.0,1.0,46.17,4.0,2.0,0.534,isocyclic,127.5,
684,HCGOQPCKHBLVJH-UHFFFAOYSA-N,O=C1C2=C(CCCC2)C(=O)C2=C1CC=CC2,214.264,0.0,2.0,0.0,34.14,4.0,2.0,1.534,isocyclic,175.0,
685,HCNCWXGKUPKQES-UHFFFAOYSA-N,COC1=CC(=O)C=C(C(C)O)C1=O,182.176,1.0,4.0,2.0,63.6,4.0,2.0,0.111,isocyclic,102.5,
687,HDHPYSLJOGMXSB-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)N1CC1,149.149,0.0,3.0,1.0,37.15,4.0,2.0,0.096,heterocyclic,85.0,
690,HESJAYJHBXCIQI-UHFFFAOYSA-N,CC1=CC(=O)C2=C(CC=CC2)C1=O,174.199,0.0,2.0,0.0,34.14,4.0,2.0,0.765,isocyclic,87.375,2.407670035532278
693,HGBSFEWZVVNOKW-UHFFFAOYSA-N,O=C1C=CC(=O)C2=CC3=C(OCO3)C=C12,202.166,0.0,2.0,0.0,52.6,4.0,2.0,0.929,heterocyclic,198.0,
695,HGLJCWIVBOYOAD-UHFFFAOYSA-N,CCOC1=CC(=O)C(OC)=CC1=O,182.176,0.0,4.0,3.0,52.6,4.0,2.0,0.675,isocyclic,198.0,
698,HGUJPJHFAZGUGY-UHFFFAOYSA-N,OC1=C(S)C(=O)C2=C(C=CC=C2)C1=O,206.222,1.0,3.0,0.0,93.17,4.0,2.0,2.121,isocyclic,176.0,
699,HGVVBCHBCWANDB-UHFFFAOYSA-N,CCC1=C(N)C(=O)C2=C(C=CC=C2)C1=O,201.225,1.0,3.0,1.0,60.16,4.0,2.0,2.022,,118.0,
702,HIAOBGAEIBNOBY-UHFFFAOYSA-N,CN(CCO)C1=CC(=O)C(C)=CC1=O,195.218,1.0,4.0,3.0,57.61,4.0,2.0,-0.222,isocyclic,136.0,
704,HIBBWRUWKZJPFN-UHFFFAOYSA-N,O=C1C2=C(C=CN2)C(=O)C2=CN=CC=C12,198.181,1.0,4.0,0.0,62.82,4.0,2.0,1.3230000000000002,heterocyclic,250.0,
707,HILDJXJQSAPDCR-UHFFFAOYSA-N,O=C1C2=C(N=CC=C2)C(=O)C2=C1N=CC=C2,210.192,0.0,4.0,0.0,59.92,4.0,2.0,0.782,heterocyclic,320.0,
709,HJPXQGBFOIWXPI-UHFFFAOYSA-N,CC1=CC=CC=C1NC1=CC(=O)C=CC1=O,213.236,1.0,3.0,2.0,46.17,4.0,2.0,1.964,isocyclic,102.0,
711,HKKUCSOJXQMYHX-UHFFFAOYSA-N,NC1=CC(=O)C2=C(C(O)=CC=C2)C1=O,189.17,2.0,3.0,0.0,80.39,4.0,2.0,0.971,isocyclic,252.875,1.9803724397193574
716,HMGBBDMUCXTBLY-UHFFFAOYSA-N,CC1=CC=C2C(=O)C(C)=C(O)C(=O)C2=C1,202.21,1.0,3.0,0.0,54.37,4.0,2.0,2.406,isocyclic,194.0,
718,HMSAWMLLYUGVBO-UHFFFAOYSA-N,CC1OCCC2=C1C(=O)C=CC2=O,178.188,0.0,3.0,0.0,43.37,4.0,2.0,-0.238,heterocyclic,69.5,
720,HNZGRPNGZQXWLV-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1NN=C2,148.121,1.0,4.0,0.0,62.82,4.0,2.0,0.88,heterocyclic,209.0,
727,HPWAHACZBYUGKS-UHFFFAOYSA-N,CC(C)(C)C1=CC2=C(C=C1)C(=O)C=CC2=O,214.264,0.0,2.0,1.0,34.14,4.0,2.0,3.257,isocyclic,57.5,
733,HQONJLUYSBIOPE-UHFFFAOYSA-N,C=CC1CCC2C1CC1=C2C(=O)C=CC1=O,214.264,0.0,2.0,1.0,34.14,4.0,2.0,2.101,isocyclic,52.5,
734,HQPHFZPDQFSZAN-UHFFFAOYSA-N,OCC1=CC2=C(N=C1)C(=O)C=CC2=O,189.17,1.0,4.0,1.0,67.26,4.0,2.0,-0.534,heterocyclic,145.0,
736,HQQGDWBNFVMYIO-UHFFFAOYSA-N,CC(=O)C1=CC=C2C(=O)C(C)=CC(=O)C2=C1,214.221,0.0,3.0,1.0,51.21,4.0,2.0,1.4980000000000002,isocyclic,126.5,
737,HQSSDTFKDSLWOC-UHFFFAOYSA-N,CSC1=CC(=O)C2=C(N(C)N=C2)C1=O,208.241,0.0,4.0,1.0,77.26,4.0,2.0,0.953,heterocyclic,143.0,
739,HQXRMQAQBKAACM-UHFFFAOYSA-N,ClC1=CC(=O)C2=C(N=CC=C2)C1=O,193.58900000000003,0.0,3.0,0.0,47.03,4.0,2.0,0.8540000000000001,heterocyclic,172.1,2.353720459187964
742,HRHFUYTUFPCYMN-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C(N)=CC1=O,179.21900000000005,1.0,3.0,1.0,60.16,4.0,2.0,1.27,isocyclic,111.5,
745,HRWQXICXSBMZIV-UHFFFAOYSA-N,CC1=CC2=C(O1)C=CC1=C2C(=O)C=CC1=O,212.205,0.0,2.0,0.0,47.28,4.0,2.0,1.719,heterocyclic,168.5,
746,HSBQYDCVAYTMFR-UHFFFAOYSA-N,OC1=C(F)C(=O)C(O)=C(F)C1=O,176.076,2.0,4.0,0.0,74.6,4.0,2.0,0.7,isocyclic,230.0,
750,HSIIBIYKFWINAF-BVMVBECYSA-N,C[C@@H]1O[C@@H](C)C2=C([C@H]1O)C(=O)C=CC2=O,208.21400000000003,1.0,4.0,0.0,63.6,4.0,2.0,-0.542,heterocyclic,98.0,
752,HSIIBIYKFWINAF-VCGAMNKESA-N,C[C@H]1O[C@H](C)C2=C([C@H]1O)C(=O)C=CC2=O,208.21400000000003,1.0,4.0,0.0,63.6,4.0,2.0,-0.542,heterocyclic,126.5,
753,HSIIBIYKFWINAF-WHHMAUIRSA-N,C[C@H]1O[C@H](C)C2=C([C@@H]1O)C(=O)C=CC2=O,208.21400000000003,1.0,4.0,0.0,63.6,4.0,2.0,-0.542,heterocyclic,96.0,
754,HSIIBIYKFWINAF-WWILAJSPSA-N,C[C@@H]1O[C@H](C)C2=C([C@H]1O)C(=O)C=CC2=O,208.21400000000003,1.0,4.0,0.0,63.6,4.0,2.0,-0.542,heterocyclic,68.25,
755,HSIIBIYKFWINAF-ZJXQECPTSA-N,C[C@@H]1O[C@@H](C)C2=C([C@@H]1O)C(=O)C=CC2=O,208.21400000000003,1.0,4.0,0.0,63.6,4.0,2.0,-0.542,heterocyclic,99.0,
759,HTNLYEAVUQIHIL-UHFFFAOYSA-N,CC1=C(C)C(=O)C(O)=CC1=O,152.15,1.0,3.0,0.0,54.37,4.0,2.0,0.482,isocyclic,116.0,0.408248290463863
761,HTYCJELJUQGRKK-UHFFFAOYSA-N,CC(=C)CC1=CC(=O)C2=C(C=CC=C2)C1=O,212.248,0.0,2.0,2.0,34.14,4.0,2.0,2.539,isocyclic,68.0,
766,HVEQLLXOVCUBPR-UHFFFAOYSA-N,CC1=CC=CC2=C1C(=O)C=CC2=O,172.183,0.0,2.0,0.0,34.14,4.0,2.0,1.877,isocyclic,121.125,2.2171208807821015
768,HVGWDVJUMODUIZ-UHFFFAOYSA-N,COC1=CC(=O)C=C(C)C1=O,152.15,0.0,3.0,1.0,43.37,4.0,2.0,0.193,isocyclic,148.71428571428572,2.7497680792743084
771,HVRHPFXNSBNNNZ-UHFFFAOYSA-N,CC1(C)CCC(O)C2=C1C(=O)C=CC2=O,206.241,1.0,3.0,0.0,54.37,4.0,2.0,0.452,isocyclic,71.0,
776,HXNIDDFFKCOEKC-UHFFFAOYSA-N,CCC1=CC(=O)C2=C(N=CC=C2)C1=O,187.198,0.0,3.0,1.0,47.03,4.0,2.0,0.922,heterocyclic,124.0,
777,HXNXOBASWOJIQY-UHFFFAOYSA-N,Cl[H].NCCC1=CC(=O)C(O)=CC1=O,203.625,2.0,4.0,2.0,80.39,4.0,2.0,-0.133,isocyclic,175.0,
779,HYEBJSNMZJLGFN-UHFFFAOYSA-N,CCOC1=C(OC)C(=O)C=C(C)C1=O,196.203,0.0,4.0,3.0,52.6,4.0,2.0,0.856,isocyclic,34.5,
784,HZLXGOJKOHIYSO-UHFFFAOYSA-N,COCC1=CC(=O)C=CC1=O,152.15,0.0,3.0,2.0,43.37,4.0,2.0,-0.565,isocyclic,36.5,
786,HZVZFNGCAWDADG-UHFFFAOYSA-N,CC1=CC=C2C(=O)C(O)=C(O)C(=O)C2=C1,204.182,2.0,4.0,0.0,74.6,4.0,2.0,3.002,isocyclic,244.0,
787,HZYQHAVGMFCFQB-UHFFFAOYSA-N,COC1=CC(=O)C(N)=CC1=O,153.137,1.0,4.0,1.0,69.39,4.0,2.0,-0.051,isocyclic,185.0,
791,IBNAPSOZKXKNRW-UHFFFAOYSA-N,OC1=CC2=C(C=C1)C(=O)C(Cl)=CC2=O,208.601,1.0,2.0,0.0,54.37,4.0,2.0,1.611,isocyclic,235.33333333333334,4.1298372311212885
795,ICRUXUGASVJODE-UHFFFAOYSA-N,O=C1C=C(N2CC2)C(=O)C2=C1C=NC=C2,200.197,0.0,4.0,1.0,50.04,4.0,2.0,0.512,heterocyclic,144.0,
796,IDIOAZZKQIBMJD-UHFFFAOYSA-N,CC1=CC(=CC(C)=C1)C1=CC(=O)C=CC1=O,212.248,0.0,2.0,1.0,34.14,4.0,2.0,2.504,,100.5,1.4142135623730951
799,IDMQCCPDZISJOB-UHFFFAOYSA-N,CC1=CC(=O)C(B(O)O)=C(C)C1=O,179.968,2.0,4.0,1.0,74.6,4.0,2.0,-0.028,,97.0,
802,IEOZWRMXAHAIDK-UHFFFAOYSA-N,CC(C)C1=C(C)C(=O)C(C)=C(O)C1=O,194.23,1.0,3.0,1.0,54.37,4.0,2.0,1.631,isocyclic,88.0,
804,IESVMFPPSWMEEE-UHFFFAOYSA-N,CN(C)C1=CC(=O)C=CC1=O,151.165,0.0,3.0,1.0,37.38,4.0,2.0,0.306,isocyclic,109.83333333333333,1.5456030825826172
806,IFBFALWMKSFQLI-UHFFFAOYSA-N,CC(Cl)C1=CC(=O)C=CC1=O,170.595,0.0,2.0,1.0,34.14,4.0,2.0,0.483,isocyclic,55.0,
809,IFGYOGFPTOLNSE-SSDOTTSWSA-N,C[C@@H](O)C1=CC(=O)C2=CC=CC=C2C1=O,202.21,1.0,3.0,1.0,54.37,4.0,2.0,1.539,,71.5,
810,IFGYOGFPTOLNSE-UHFFFAOYSA-N,CC(O)C1=CC(=O)C2=CC=CC=C2C1=O,202.21,1.0,3.0,1.0,54.37,4.0,2.0,1.539,isocyclic,89.33333333333333,2.7182510717166815
813,IFINIBWQKGVDPI-UHFFFAOYSA-N,COC1=C(OC(C)=O)C(=O)C(C)=CC1=O,210.186,0.0,5.0,3.0,69.67,4.0,2.0,0.303,isocyclic,94.125,2.836701429477554
816,IFNVAFSTWNJVTQ-UHFFFAOYSA-N,FC(F)(F)C1=CC(=O)C=CC1=O,176.095,0.0,2.0,1.0,34.14,4.0,2.0,0.652,isocyclic,52.86666666666667,1.239175353029407
818,IFTLYMIUPNQXEB-UHFFFAOYSA-N,O=C1C=CC(=O)C(CN=N#N)=C1,163.136,0.0,5.0,2.0,83.89,4.0,2.0,-1.19,,65.75,
820,IFYMQAQRSNSWJD-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C(O)=CC1=O,180.203,1.0,3.0,1.0,54.37,4.0,2.0,1.681,isocyclic,105.58333333333333,3.0057814661452387
823,IGRSQEOIAAGSGS-UHFFFAOYSA-N,CCC1=CC(=O)C=CC1=O,136.15,0.0,2.0,1.0,34.14,4.0,2.0,0.417,isocyclic,36.699999999999996,1.4944341180973268
826,IGWWVSSKUFVGOJ-UHFFFAOYSA-N,COC1=CC(=O)C(OC(C)=O)=C(C)C1=O,210.186,0.0,5.0,3.0,69.67,4.0,2.0,0.303,isocyclic,109.0,
831,IHSNHVVMDIIRCK-UHFFFAOYSA-N,CC1=CC2=C(C=C1C)C(=O)C(N)=CC2=O,201.225,1.0,3.0,0.0,60.16,4.0,2.0,2.251,,186.0,
835,IKDCGLCVEMQVFY-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1CCCC(=O)N2,191.186,1.0,4.0,0.0,63.24,4.0,2.0,-0.231,heterocyclic,116.5,
836,IKPHLXTZBLLGCG-UHFFFAOYSA-N,O=C1C2=C(N=NN2)C(=O)C2=CC=CC=C12,199.169,1.0,5.0,0.0,75.71,4.0,2.0,1.75,heterocyclic,244.625,3.266783586342995
842,ILQDRWYKWHARCQ-UHFFFAOYSA-N,CC1=CC(=O)C2=C(NN=C2)C1=O,162.148,1.0,4.0,0.0,62.82,4.0,2.0,1.061,heterocyclic,205.0,
845,IMJVUSHRFGZWRG-UHFFFAOYSA-N,CC1=C(C)C(=O)C(C(N)=O)=C(O)C1=O,195.175,2.0,5.0,1.0,97.46,4.0,2.0,0.574,isocyclic,165.0,0.408248290463863
847,INGUAFBURLUQAE-UHFFFAOYSA-N,CN1C=CC(=O)C2=C1C(=O)C=CC2=O,189.17,0.0,4.0,0.0,54.45,4.0,2.0,0.086,heterocyclic,160.0,
848,INUQGXZGFMTYAG-UHFFFAOYSA-N,OCC1=CC=C(C=C1)C1=CC(=O)C=CC1=O,214.221,1.0,3.0,2.0,54.37,4.0,2.0,0.8190000000000001,isocyclic,139.5,
850,IOGOHRVCHZHEJJ-UHFFFAOYSA-N,CN(CCCl)C1=CC(=O)C=CC1=O,199.637,0.0,3.0,3.0,37.38,4.0,2.0,1.071,isocyclic,133.0,
851,IOWPFMBXPTYCNZ-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1=CSC=C1,190.222,0.0,2.0,1.0,62.38,4.0,2.0,0.985,,138.0,
854,IPPWILKGXFOXHO-UHFFFAOYSA-N,OC1=C(Cl)C(=O)C(O)=C(Cl)C1=O,208.985,2.0,4.0,0.0,74.6,4.0,2.0,1.622,isocyclic,282.3333333333333,1.3123346456686351
856,IPTKAPYIIMZMJM-UHFFFAOYSA-N,NC1=NC2=C(N1)C(=O)C1=C(C=CC=C1)C2=O,213.195,2.0,5.0,0.0,88.84,4.0,2.0,1.543,heterocyclic,153.0,
858,IQEKWXHDPUMEAL-UHFFFAOYSA-N,CNC1=C(C)C(=O)C=C(C)C1=O,165.192,1.0,3.0,1.0,46.17,4.0,2.0,0.534,isocyclic,119.5,
860,IQIODBZFXKPYKK-UHFFFAOYSA-N,CNC1=C(OC)C(=O)C(O)=C(C)C1=O,197.191,2.0,5.0,2.0,75.63,4.0,2.0,0.941,isocyclic,212.5,
863,ISBZQQHZWPNKOK-UHFFFAOYSA-N,CC1=C(O)C(=O)C(CO)=C(C)C1=O,182.176,2.0,4.0,1.0,74.6,4.0,2.0,0.055,isocyclic,121.0,
869,ITBQUOYNYCDTGT-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1OC(=C2)N(=O)=O,193.116,0.0,2.0,1.0,93.1,4.0,2.0,0.4320000000000001,heterocyclic,178.0,
870,ITLOFDBEQHBMAO-UHFFFAOYSA-N,COC1=C(Cl)C(=O)C(C)=CC1=O,186.595,0.0,3.0,1.0,43.37,4.0,2.0,0.77,isocyclic,58.9,
871,ITNOIFSYUBMQKB-UHFFFAOYSA-N,COC1=CC=CC2=C1C(=O)C=C(C)C2=O,202.21,0.0,2.0,1.0,43.37,4.0,2.0,1.536,isocyclic,96.06428571428572,1.9020128972287473
878,IUSVMAFWJQCDHC-UHFFFAOYSA-N,ClC1=CC2=C(C=C1)C(=O)C=CC2=O,192.601,0.0,2.0,0.0,34.14,4.0,2.0,2.062,isocyclic,107.9375,1.4402148277253641
880,IUWJZZUKAPVADQ-UHFFFAOYSA-N,CC#CC1=C(C)C(=O)C(C)=C(C#CC)C1=O,212.248,0.0,2.0,0.0,34.14,4.0,2.0,2.164,isocyclic,106.5,
881,IVHQCEUTAKBRGU-UHFFFAOYSA-N,COC(=O)C1=CC(=O)C=C(OC)C1=O,196.16,0.0,5.0,3.0,69.67,4.0,2.0,-0.134,isocyclic,127.0,
882,IVLRKZIPVIULOL-UHFFFAOYSA-N,CC1=NC2=C(S1)C(=O)C=CC2=O,179.199,0.0,3.0,0.0,75.27,4.0,2.0,-0.203,heterocyclic,159.0,
884,IWGFPHWJRMEFMO-UHFFFAOYSA-N,OC1=C2C(=O)C(Cl)=CC(=O)C2=CC=C1,208.601,1.0,2.0,0.0,54.37,4.0,2.0,1.611,isocyclic,164.91666666666666,1.717960677340692
886,IWKFDYNMEBSRBR-UHFFFAOYSA-N,CC(=NO)C1=CC(=O)C=CC1=O,165.148,1.0,2.0,1.0,66.73,4.0,2.0,-0.19,isocyclic,122.0,
887,IWOFPMUZIKFLQI-UHFFFAOYSA-N,CN1C=CC2=C1C(=O)C1=CC=CC=C1C2=O,211.22,0.0,3.0,0.0,39.07,4.0,2.0,2.45,heterocyclic,191.5,
888,IWWSBITVRWHFJJ-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C=C(C)C=N2)C1=O,203.197,0.0,4.0,1.0,56.26,4.0,2.0,0.743,heterocyclic,224.0,
891,IXHYDXJMMSYZJU-UHFFFAOYSA-N,CC(=O)OC1=C(C)C(=O)C(C)=C(C)C1=O,208.21400000000003,0.0,4.0,2.0,60.44,4.0,2.0,0.425,isocyclic,39.0,
892,IXMPDWSXRSNDPG-UHFFFAOYSA-N,OC1=CC=CC2=C1C(=O)C1=C(OC=C1)C2=O,214.177,1.0,2.0,0.0,67.51,4.0,2.0,1.63,heterocyclic,217.5,
893,IXZFALNWDLCGTF-UHFFFAOYSA-N,COC1=C(C)C(=O)C(N2CC2)=C(C)C1=O,207.229,0.0,4.0,2.0,46.38,4.0,2.0,0.698,heterocyclic,115.0,
896,IYUOYLLVOZNGKW-UHFFFAOYSA-N,O=C1C=C(N=N#N)C(=O)C2=C1C=CC=C2,199.169,0.0,5.0,1.0,83.89,4.0,2.0,1.216,isocyclic,116.16666666666667,2.592724864350674
905,JACOTWCBHGVZLP-UHFFFAOYSA-N,CN1C=NC2=C1C(=O)C1=CC=CC=C1C2=O,212.208,0.0,4.0,0.0,51.96,4.0,2.0,1.743,heterocyclic,285.5,1.1726039399558574
908,JAPKUDAFELOILB-UHFFFAOYSA-N,O=C1C2=C(COC2)C(=O)C2=C1C=CC=C2,200.194,0.0,3.0,0.0,43.37,4.0,2.0,0.746,,204.0,
911,JBNBGIAYQWFQQT-UHFFFAOYSA-N,CC1=CC=C2C(=O)C=CC(=O)C2=C1C,186.21,0.0,2.0,0.0,34.14,4.0,2.0,2.314,isocyclic,125.0,
913,JCARTGJGWCGSSU-UHFFFAOYSA-N,ClC1=CC(=O)C=C(Cl)C1=O,176.987,0.0,2.0,0.0,34.14,4.0,2.0,0.926,isocyclic,120.29545454545455,1.5106372143530788
920,JEDQFKYJBGRHHV-UHFFFAOYSA-N,COC1=CC(=O)C(CO)=C(OC)C1=O,198.175,1.0,5.0,3.0,72.83,4.0,2.0,-0.175,isocyclic,90.75,
923,JEQZAXVKXAIIAQ-UHFFFAOYSA-N,CC1=C(C)C2=C(NC1=O)C(=O)C=CC2=O,203.197,1.0,4.0,0.0,63.24,4.0,2.0,0.238,heterocyclic,184.0,
924,JFEDUFDCQILGEO-UHFFFAOYSA-N,CC1=C(C)C(=O)C(Cl)=C(C)C1=O,184.622,0.0,2.0,0.0,34.14,4.0,2.0,0.892,isocyclic,77.125,3.109963826156182
928,JFNWRNWSCMSBNI-UHFFFAOYSA-N,CC1=CC=CC(=C1)C1=CC(=O)C=CC1=O,198.221,0.0,2.0,1.0,34.14,4.0,2.0,2.067,isocyclic,81.07142857142857,3.9227229193559943
931,JGMLZQOCEQPLNC-UHFFFAOYSA-N,CC1=C(Cl)C(=O)C=CC1=O,156.569,0.0,2.0,0.0,34.14,4.0,2.0,0.53,isocyclic,55.28333333333333,0.2094967514996083
935,JIJNEXATNCNFPJ-UHFFFAOYSA-N,COC1=CC(=O)C(OC=C)=CC1=O,180.16,0.0,4.0,3.0,52.6,4.0,2.0,0.705,isocyclic,167.0,
936,JIXRCIGVUDEMSX-UHFFFAOYSA-N,O=C1C=C(NCC#C)C(=O)C2=C1C=CC=C2,211.22,1.0,3.0,2.0,46.17,4.0,2.0,2.108,,204.0,0.0
938,JJSMUXULYHAJIG-UHFFFAOYSA-N,ClCC1=CC(=O)C(CCl)=CC1=O,205.04,0.0,2.0,2.0,34.14,4.0,2.0,0.608,isocyclic,101.33333333333333,2.357022603955158
940,JKBVVEBDTKZJLG-QPJJXVBHSA-N,C\C=C(C)\C1=CC(=O)C(C)=CC1=O,176.215,0.0,2.0,1.0,34.14,4.0,2.0,1.513,isocyclic,58.0,
941,JKGONFTXNUSIHG-UHFFFAOYSA-N,CC1=CC(=O)C(=CC1=O)N1CCC1,177.203,0.0,3.0,1.0,37.38,4.0,2.0,0.755,heterocyclic,115.5,
942,JKJCLCJLTXFFRA-UHFFFAOYSA-N,CC1=CC(=O)C(C)=C(C#N)C1=O,161.16,0.0,3.0,0.0,57.93,4.0,2.0,-0.225,isocyclic,123.5,
943,JKLYZOGJWVAIQS-UHFFFAOYSA-N,FC1=C(F)C(=O)C(F)=C(F)C1=O,180.058,0.0,2.0,0.0,34.14,4.0,2.0,0.236,isocyclic,178.86176470588236,3.432651582350466
948,JLHGERBEERFOGB-UHFFFAOYSA-N,CCN1C=CC(=O)C2=C1C(=O)C=CC2=O,203.197,0.0,4.0,1.0,54.45,4.0,2.0,0.509,heterocyclic,172.0,
951,JLXTVVQGXQEBGC-UHFFFAOYSA-N,CC1=C(O)C(=O)C2=CC=C(F)C=C2C1=O,206.173,1.0,3.0,0.0,54.37,4.0,2.0,2.13,isocyclic,178.0,
952,JMAMMFMEBFFOKM-UHFFFAOYSA-N,CC1=C(C#N)C(=O)C=CC1=O,147.13299999999995,0.0,3.0,0.0,57.93,4.0,2.0,-0.406,isocyclic,100.0,
956,JNBAQDYPEOZDCW-UHFFFAOYSA-N,CC1=C(N2CC2)C(=O)C2=C(C=CC=N2)C1=O,214.224,0.0,4.0,1.0,50.04,4.0,2.0,0.782,heterocyclic,121.5,
957,JNBVXNSWFXSRGS-UHFFFAOYSA-N,COC1=C(O)C(=O)C2=CC=CC=C2C1=O,204.182,1.0,4.0,1.0,63.6,4.0,2.0,2.028,isocyclic,152.1,0.8
959,JNGDCMHTNXRQQD-UHFFFAOYSA-N,O=C1C(C#N)=C(C#N)C(=O)C(C#N)=C1C#N,208.136,0.0,6.0,0.0,129.3,4.0,2.0,-1.664,isocyclic,213.5,
961,JNVXKWNSJBPZTQ-UHFFFAOYSA-N,CC(=O)OC1CC2=C1C(=O)C=CC2=O,192.171,0.0,4.0,2.0,60.44,4.0,2.0,-0.44,isocyclic,97.5,
965,JPOBIKQZACONGP-UHFFFAOYSA-N,CC1=CC(=O)C(CCl)=CC1=O,170.595,0.0,2.0,1.0,34.14,4.0,2.0,0.371,isocyclic,64.0,
970,JQHHKDPSHCURAE-UHFFFAOYSA-N,COC1=C(O)C(=O)C=C(O)C1=O,170.122,2.0,5.0,1.0,83.83,4.0,2.0,0.708,isocyclic,160.0,0.7071067811865476
974,JQQMDMDDKSIGRU-UHFFFAOYSA-N,CN1N=CC2=C1C(=O)C(C)=CC2=O,176.175,0.0,4.0,0.0,51.96,4.0,2.0,0.4370000000000001,heterocyclic,127.25,
977,JROSHAHDRBBLCQ-UHFFFAOYSA-N,CC1=CC2=C(N1)C(=O)C1=CN=CN=C1C2=O,213.195,1.0,5.0,0.0,75.71,4.0,2.0,0.607,,284.0,
978,JSOSRLCDTGFCIE-UHFFFAOYSA-N,COCC(=O)C1=C(O)C(=O)C=C(O)C1=O,212.159,2.0,6.0,3.0,100.9,4.0,2.0,0.174,isocyclic,159.25,0.25
980,JSQKKBGEOFZYPG-UHFFFAOYSA-N,CC1(C)OC2=C(C=C1)C(=O)C=CC2=O,190.199,0.0,3.0,0.0,43.37,4.0,2.0,0.856,heterocyclic,79.25,0.25
985,JTRXDOIWCKCFGC-UHFFFAOYSA-N,COC1=C(OC)C(=O)C2=C(CCC2)C1=O,208.21400000000003,0.0,4.0,2.0,52.6,4.0,2.0,0.633,isocyclic,66.5,
986,JTXOJQYNUXGCIY-UHFFFAOYSA-N,CN(CCO)C1=CC(=O)C=CC1=O,181.191,1.0,4.0,3.0,57.61,4.0,2.0,-0.403,isocyclic,151.25,0.7071067811865476
988,JUEZZBCFCJSJOC-UHFFFAOYSA-N,FC1=CC(=O)C=C(Cl)C1=O,160.532,0.0,2.0,0.0,34.14,4.0,2.0,0.465,,84.5,
991,JUSLQWWBFOHODS-UHFFFAOYSA-N,O=C1C2=C(CC2)C(=O)C2=C1CC2,160.172,0.0,2.0,0.0,34.14,4.0,2.0,-0.604,isocyclic,125.0,
992,JVDRCJPMMVUBDL-UHFFFAOYSA-N,OC1=C(N=N#N)C(=O)C2=C(C=CC=C2)C1=O,215.168,1.0,6.0,1.0,104.12,4.0,2.0,1.564,isocyclic,121.0,
997,JWWTXPODNMXCKF-UHFFFAOYSA-N,COC1=CC(=O)C2=C(CC=CC2)C1=O,190.199,0.0,3.0,1.0,43.37,4.0,2.0,0.8240000000000001,isocyclic,171.5,
1002,JYLQIFVTABKXLU-UHFFFAOYSA-N,CC1(C)CC2=C(O1)C(=O)C=C(O)C2=O,194.187,1.0,4.0,0.0,63.6,4.0,2.0,1.038,heterocyclic,127.5,
1003,JYQHYCRBSWNWNM-UHFFFAOYSA-N,CC(=C)C1=C(O)C(=O)C2=CC=CC=C2C1=O,214.221,1.0,3.0,1.0,54.37,4.0,2.0,2.824,isocyclic,86.0,
1005,JZRHGNZAWKZDHW-UHFFFAOYSA-N,CCOCC1=CC(=O)C=CC1=O,166.17700000000005,0.0,3.0,3.0,43.37,4.0,2.0,-0.142,isocyclic,39.0,
1008,KASJPVQSZRLCMO-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C=CS2)C1=O,178.21099999999996,0.0,2.0,0.0,62.38,4.0,2.0,0.8340000000000001,heterocyclic,120.5,
1012,KCFWQCSKDNAKKE-UHFFFAOYSA-N,CN.CNC1=C(OC)C(=O)C(O)=CC1=O,214.221,3.0,6.0,2.0,101.65,3.0,2.0,,isocyclic,229.0,
1013,KCGBHXOVANJCIK-UHFFFAOYSA-N,COC1=CC(=O)C2=C(CC=CC2C)C1=O,204.225,0.0,3.0,1.0,43.37,4.0,2.0,1.249,isocyclic,116.5,
1014,KCIDZLUQIFKRNO-UHFFFAOYSA-N,CC1=CC(=O)C(Cl)=C(O)C1=O,172.56799999999996,1.0,3.0,0.0,54.37,4.0,2.0,0.878,isocyclic,181.5,0.0
1016,KCSWAYDQEAWVPX-UHFFFAOYSA-N,CCC(C)C1=C(O)C(=O)C(C)=C(O)C1=O,210.23,2.0,4.0,2.0,74.6,4.0,2.0,2.367,isocyclic,189.5,
1019,KDEDPTOUZJYKMN-UHFFFAOYSA-N,C=CC1=NNC2=C1C(=O)C=CC2=O,174.15900000000005,1.0,4.0,1.0,62.82,4.0,2.0,1.3130000000000002,heterocyclic,176.5,
