,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
1996,SVDSMIAHEMQTFI-UHFFFAOYSA-N,CC1=C(O)C(=O)C(C(N)=O)=C(O)C1=O,197.147,3.0,6.0,1.0,117.69,4.0,2.0,0.741,isocyclic,232.0,
1997,SVDXRWNAGSKHNW-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C1=O)C(=NC=C2)C#N,214.18,0.0,5.0,1.0,80.05,4.0,2.0,0.24,heterocyclic,243.0,
2001,SWLGUZUMXBBZHO-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1OC1=C(O2)C=CC=C1,214.177,0.0,2.0,0.0,52.6,4.0,2.0,1.094,heterocyclic,224.75,
2002,SWNCJNQLRHPSSP-UHFFFAOYSA-N,O=C1C=CC(=O)C(COC2=CC=CC=C2)=C1,214.221,0.0,2.0,3.0,43.37,4.0,2.0,1.352,isocyclic,139.75,2.7950849718747373
2004,SXCLPOXHBILXEY-UHFFFAOYSA-N,COC1=CC(=O)C(Cl)=C(C)C1=O,186.595,0.0,3.0,1.0,43.37,4.0,2.0,0.77,,134.0,
2005,SXHSRMMHMDZHGC-UHFFFAOYSA-N,CCCCC1=C(O)C(=O)C=C(O)C1=O,196.203,2.0,4.0,3.0,74.6,4.0,2.0,2.251,isocyclic,165.0,
2006,SXTCWQMHCCJHML-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1CCC2,148.161,0.0,2.0,0.0,34.14,4.0,2.0,0.153,isocyclic,41.2,1.208304597359457
2008,SYKFMWPCSHIMPU-UHFFFAOYSA-N,OC(=O)CCOC1=CC(=O)C(O)=CC1=O,212.159,2.0,6.0,4.0,100.9,4.0,2.0,-0.1,isocyclic,202.0,
2010,SYQSQIGNAKTXMM-UHFFFAOYSA-N,COC1=CC(=O)C(CC(C)=O)=CC1=O,194.187,0.0,4.0,3.0,60.44,4.0,2.0,-0.341,isocyclic,77.0,
2011,SYRKLPUYGHMXDN-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(=O)C=CC2=O,173.171,0.0,3.0,0.0,47.03,4.0,2.0,0.5920000000000001,heterocyclic,137.0,5.887840577551898
2013,SYYCGIMBTUIBBP-UHFFFAOYSA-N,COC1=CC(=O)C2=C(CCC2)C1=O,178.188,0.0,3.0,1.0,43.37,4.0,2.0,0.393,isocyclic,167.0,
2014,SZHCQSRDANULPJ-UHFFFAOYSA-N,NC1=C2C(=O)C=C(O)C(=O)C2=CC=C1,189.17,2.0,4.0,0.0,80.39,4.0,2.0,0.971,isocyclic,221.0,
2017,TTXUFEPUSMAZKA-UHFFFAOYSA-N,CC(C)(C)C1=CC(=O)C2=C(C=NN2)C1=O,204.228,1.0,4.0,1.0,62.82,4.0,2.0,2.441,heterocyclic,231.5,
2019,TUJVBRBWPAOKKX-UHFFFAOYSA-N,CCCCC1=CC(=O)C2=C(N=CC=C2)C1=O,215.252,0.0,3.0,3.0,47.03,4.0,2.0,2.06,heterocyclic,77.5,
2020,TUQAUQZXXYQEBK-UHFFFAOYSA-N,CCN1C=NC2=C1C(=O)C(C)=C(C)C2=O,204.228,0.0,4.0,1.0,51.96,4.0,2.0,0.86,heterocyclic,161.0,
2027,TXOAGBKMZUQZJO-UHFFFAOYSA-N,CCCC(=O)C1=CC(=O)C(C)=CC1=O,192.21400000000003,0.0,3.0,3.0,51.21,4.0,2.0,0.57,isocyclic,37.0,
2028,TXVFLDVSASONQS-UHFFFAOYSA-N,FC1=CC2=C(N=C1)C(=O)C=CC2=O,177.135,0.0,3.0,0.0,47.03,4.0,2.0,0.438,heterocyclic,123.5,
2029,TXXUBEQXPAAZRY-UHFFFAOYSA-N,CC1=CC=C(O)C2=C1C(=O)C=CC2=O,188.183,1.0,2.0,0.0,54.37,4.0,2.0,1.471,isocyclic,161.5,
2030,TYSMWBYUDKHXMQ-UHFFFAOYSA-N,COC1=CC(=O)C(Cl)=C(Cl)C1=O,207.013,0.0,3.0,1.0,43.37,4.0,2.0,1.166,isocyclic,160.0,4.08248290463863
2032,TZRLCUORQYIMMP-UHFFFAOYSA-N,CC(=O)OC1=CC(=O)C(O)=CC1=O,182.133,1.0,5.0,2.0,80.67,4.0,2.0,0.23,isocyclic,114.5,
2034,UABFLPBRRVZSAP-UHFFFAOYSA-N,CN1C(=O)N(C)C2=C1C(=O)C=CC2=O,192.174,0.0,5.0,0.0,57.69,4.0,2.0,-0.856,heterocyclic,195.5,
2037,UAPHPAWNFWSQKL-UHFFFAOYSA-N,CCC(=O)C1=CC(=O)C(Cl)=CC1=O,198.606,0.0,3.0,2.0,51.21,4.0,2.0,0.397,isocyclic,52.5,
2038,UAPHXQGIVFASMF-UHFFFAOYSA-N,COC1=CC(=O)C2=C(NC(C)=C2C)C1=O,205.213,1.0,4.0,1.0,59.16,4.0,2.0,1.564,,297.0,
2039,UAPTUVLOVHOTSG-UHFFFAOYSA-N,CC1=CC(=O)C(N2CC2)=C(C)C1=O,177.203,0.0,3.0,1.0,37.15,4.0,2.0,0.458,heterocyclic,105.5,
2040,UBEUWEMITNTYRI-UHFFFAOYSA-N,CC1=C(C)C(=O)C(=CC1=O)C1(C)CO1,192.21400000000003,0.0,3.0,1.0,46.67,4.0,2.0,-0.2,heterocyclic,50.0,
2042,UBTQLKUQEAIQLC-UHFFFAOYSA-N,CCOC1=CC(=O)C(NC(C)=O)=CC1=O,209.202,1.0,5.0,4.0,72.47,4.0,2.0,0.443,isocyclic,215.25,0.82915619758885
2046,UCKXYIOKXFEXFF-UHFFFAOYSA-N,CC1(C)CC2=C(C1)C(=O)C=CC2=O,176.215,0.0,2.0,0.0,34.14,4.0,2.0,1.267,,40.0,
2049,UDNVRPSMDRHONA-UHFFFAOYSA-N,ClC1=CC(=O)C2=C(C=NC=C2)C1=O,193.58900000000003,0.0,3.0,0.0,47.03,4.0,2.0,0.765,heterocyclic,137.5,
2051,UDVOPAYUYXTDHN-UHFFFAOYSA-N,CC1=C(C)C(=O)C(C(F)F)=C(C)C1=O,200.185,0.0,2.0,1.0,34.14,4.0,2.0,0.873,isocyclic,39.0,
2053,UEXFGVWMTIXIAZ-UHFFFAOYSA-N,CNC(=O)OCC1=CC(=O)C=CC1=O,195.175,1.0,5.0,4.0,72.47,4.0,2.0,-0.7040000000000001,isocyclic,115.5,
2057,UGTXQLBHXSNWQG-UHFFFAOYSA-N,CN(C)C1=CC(=O)C=C(N(C)C)C1=O,194.233,0.0,4.0,2.0,40.62,4.0,2.0,0.84,isocyclic,184.5,
2060,UIBRWRSMMCBIIM-UHFFFAOYSA-N,FC1=CC(=O)C(F)=CC1=O,144.077,0.0,2.0,0.0,34.14,4.0,2.0,0.004,isocyclic,172.45,0.7483314773547883
2064,UIWICLFQGRBXIP-UHFFFAOYSA-N,CC1=CC2CCC1C1=C2C(=O)C=CC1=O,200.237,0.0,2.0,0.0,34.14,4.0,2.0,1.156,isocyclic,60.0,
2065,UIXPTCZPFCVOQF-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(C)=CC1=O,182.176,0.0,4.0,2.0,52.6,4.0,2.0,0.433,isocyclic,58.1875,1.529654781315052
2071,ULWVTWVOKKFTIW-UHFFFAOYSA-N,COC1=C(O)C(=O)C=C(C)C1=O,168.149,1.0,4.0,1.0,63.6,4.0,2.0,0.541,isocyclic,80.0,
2072,UMKWDRKORCQLPH-UHFFFAOYSA-N,CC1=CC(=O)C(CCO)=CC1=O,166.17700000000005,1.0,3.0,2.0,54.37,4.0,2.0,-0.745,isocyclic,51.0,
2077,UNXIHLNYENZLCA-UHFFFAOYSA-N,CCCCCC1=CC(=O)C=C(O)C1=O,194.23,1.0,3.0,4.0,54.37,4.0,2.0,2.472,isocyclic,172.5,
2079,UOBBOIBRASNGFK-UHFFFAOYSA-N,OC1=CC=CC=C1C1=CC(=O)C=CC1=O,200.194,1.0,2.0,1.0,54.37,4.0,2.0,1.224,isocyclic,195.375,2.9869507863371303
2083,UOLBSTNHOREVHX-UHFFFAOYSA-N,OC1=C(Cl)C(=O)C2=C(N=CC=C2)C1=O,209.58900000000003,1.0,4.0,0.0,67.26,4.0,2.0,1.202,heterocyclic,205.0,
2084,UONXORNPVBDCOL-UHFFFAOYSA-N,CC(C)C1=C(Cl)C(=O)C(C)=C(O)C1=O,214.649,1.0,3.0,1.0,54.37,4.0,2.0,2.027,isocyclic,122.0,
2091,UQXLZZWLPWYKKW-UHFFFAOYSA-N,CN1C=CC2=C1C(=O)C1=C(C=CN=C1)C2=O,212.208,0.0,4.0,0.0,51.96,4.0,2.0,1.198,,194.55,
2093,URSFJLDSNPOWJM-UHFFFAOYSA-N,CC(=O)C1=CC(=O)C(C)=CC1=O,164.16099999999997,0.0,3.0,1.0,51.21,4.0,2.0,-0.252,isocyclic,79.0,0.408248290463863
2095,USAYMJGCALIGIG-UHFFFAOYSA-N,ClC1=C(Cl)C(=O)C=CC1=O,176.987,0.0,2.0,0.0,34.14,4.0,2.0,0.926,isocyclic,100.16,2.7662971640805356
2098,UTTLJRZICNBZIV-UHFFFAOYSA-N,NC1=CC(=O)C2=C(CCCC2)C1=O,177.203,1.0,3.0,0.0,60.16,4.0,2.0,0.659,isocyclic,139.5,
2100,UUEFKORSVSBIRS-UHFFFAOYSA-N,O=C1C=C(OCC#N)C(=O)C2=C1C=CC=C2,213.192,0.0,4.0,2.0,67.16,4.0,2.0,1.173,,132.0,
2101,UUHBYBMYCKYIJR-UHFFFAOYSA-N,OC1=CC2=C(C=C1)C(=O)C1=C(N=NN1)C2=O,215.168,2.0,5.0,0.0,95.94,4.0,2.0,1.344,heterocyclic,285.0,
2102,UUKXSRGFRMNCGI-UHFFFAOYSA-N,FC1=CC(=O)C(Cl)=C(Cl)C1=O,194.977,0.0,2.0,0.0,34.14,4.0,2.0,1.042,isocyclic,180.0,
2108,UVWSCUUYULMJJK-UHFFFAOYSA-N,CC1=C(O)C(=O)C(O)=C(C)C1=O,168.149,2.0,4.0,0.0,74.6,4.0,2.0,0.83,isocyclic,168.0,0.6123724356957945
2111,UVYSTQSYIHZHBD-UHFFFAOYSA-N,NC1=C(N)C2=C(C(=O)C=CC2=O)C(O)=C1,204.185,3.0,4.0,0.0,106.41,4.0,2.0,-0.6,,193.0,
2113,UXAZAWQNQBFRGH-UHFFFAOYSA-N,O=C1C2=C(CCC2)C(=O)C2=C1CCC2,188.226,0.0,2.0,0.0,34.14,4.0,2.0,0.534,isocyclic,149.0,
2114,UXDUZIOHEZGEBC-UHFFFAOYSA-N,CC(C)C1=CC(=O)C2=C(C=CC=C2)C1=O,200.237,0.0,2.0,1.0,34.14,4.0,2.0,2.589,isocyclic,45.5,1.2119199643540823
2116,UXVYOPWMIUHPBB-UHFFFAOYSA-N,COC(=O)NC1=CC(=O)C(Cl)=CC1=O,215.593,1.0,5.0,3.0,72.47,4.0,2.0,0.528,isocyclic,172.0,
2117,UYCFXDUXJQMLIL-UHFFFAOYSA-N,CN(CCCl)C1=CC(=O)C(C)=CC1=O,213.664,0.0,3.0,3.0,37.38,4.0,2.0,1.252,isocyclic,131.5,
2119,UYWGWSNISMHZQQ-UHFFFAOYSA-N,CC1=CC=C(C)C2=C1C(=O)C=C(C)C2=O,200.237,0.0,2.0,0.0,34.14,4.0,2.0,2.495,isocyclic,104.5,
2120,UYWWZKORAONSIF-UHFFFAOYSA-N,C=CCCCCC1=CC(=O)C=CC1=O,190.242,0.0,2.0,5.0,34.14,4.0,2.0,2.327,isocyclic,36.0,
2122,UZEALEUNRCKWTA-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C=NC=N2)C1=O,190.158,0.0,5.0,1.0,69.15,4.0,2.0,-0.524,heterocyclic,233.0,
2125,UZSCBEJDBQICON-UHFFFAOYSA-N,OC(=O)C1=CC(=O)C2=C(C=CC=C2)C1=O,202.166,1.0,4.0,1.0,71.44,4.0,2.0,1.402,isocyclic,178.0,
2127,VBFJJMPOYIKNHB-UHFFFAOYSA-N,C\C(C)=C/CC1=CC(=O)C(C)=C(C)C1=O,204.269,0.0,2.0,2.0,34.14,4.0,2.0,1.757,isocyclic,22.5,
2130,VCEAOPHPPLINTP-QUBYGPBYSA-N,[H][C@]12CC(=O)O[C@@]1([H])C1=C(O2)C(=O)C=CC1=O,206.155,0.0,5.0,0.0,69.67,4.0,2.0,-0.5539999999999999,,125.0,
2132,VCJSHLWROQUHPY-UHFFFAOYSA-N,CC1=C(Cl)C(=O)C(C)=C(Cl)C1=O,205.04,0.0,2.0,0.0,34.14,4.0,2.0,1.288,isocyclic,176.33333333333334,1.0274023338281628
2135,VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)C2=C(O)C=CC=C2C1=O,188.183,1.0,2.0,0.0,54.37,4.0,2.0,1.215,isocyclic,76.29166666666667,2.5430324199445216
2142,VDFBXDIEDXHPNR-UHFFFAOYSA-N,CC1=C(Cl)C(=O)C(=CC1=O)C(C)(C)C,212.676,0.0,2.0,1.0,34.14,4.0,2.0,2.091,isocyclic,93.66666666666667,0.8498365855987975
2144,VDIYORBLEMLPND-UHFFFAOYSA-N,CC1=C2C(=O)C=C(N=N#N)C(=O)C2=CC=C1,213.195,0.0,5.0,1.0,83.89,4.0,2.0,1.653,isocyclic,105.0,
2145,VDZQVQRCKTZFOH-UHFFFAOYSA-N,CC(=O)CCC1=CC(=O)C=CC1=O,178.188,0.0,3.0,3.0,51.21,4.0,2.0,-0.412,isocyclic,90.5,
2149,VECXMDMLOOGXIP-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C(=O)ON2C)C1=O,209.158,0.0,4.0,1.0,72.91,4.0,2.0,-0.637,heterocyclic,193.5,
2150,VEDSMRZFMNYEPF-UHFFFAOYSA-N,CN(C)C1=NC2=C(N1C)C(=O)C=CC2=O,205.216,0.0,5.0,1.0,55.2,4.0,2.0,0.7759999999999999,heterocyclic,140.0,
2151,VFBAIXCEBWFSNC-UHFFFAOYSA-N,COC1=CC(=O)C(N)=C(C(C)=O)C1=O,195.175,1.0,5.0,2.0,86.46,4.0,2.0,0.173,isocyclic,260.0,
2153,VFFXKKGOGYKGNF-UHFFFAOYSA-N,CNC1=CC(=O)C=CC1=O,137.138,1.0,3.0,1.0,46.17,4.0,2.0,0.172,isocyclic,113.0,
2154,VFLLGGRHVLXMIT-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(=O)C(=CC2=O)N1CC1,214.224,0.0,4.0,1.0,50.04,4.0,2.0,0.916,,184.5,
2155,VGAMLJHWWLCLDL-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(=CC1=O)C1CO1,210.186,0.0,5.0,3.0,65.13,4.0,2.0,-0.192,heterocyclic,28.0,
2156,VGBMAPFBSMBPFO-UHFFFAOYSA-N,CC1=NC2=C(C=C1)C(=O)C(N)=C(N)C2=O,203.2,2.0,5.0,0.0,99.07,4.0,2.0,0.466,heterocyclic,140.0,
2157,VGNCCQOFTZVXIF-UHFFFAOYSA-N,CCOC1=CC(=O)C=C(C)C1=O,166.17700000000005,0.0,3.0,2.0,43.37,4.0,2.0,0.616,isocyclic,55.75,1.25
2159,VGZMLRCHGINCNC-UHFFFAOYSA-N,O=CC1=CC=CC2=C1C(=O)C=CC2=O,186.167,0.0,3.0,1.0,51.21,4.0,2.0,1.136,isocyclic,126.5,
2162,VICWXIBPJNGHTH-UHFFFAOYSA-N,CC1=CC2=C(C(=O)C=CC2=O)C(O)=C1C,202.21,1.0,2.0,0.0,54.37,4.0,2.0,1.6969999999999998,,133.0,
2164,VJIOURJCJUKMOZ-UHFFFAOYSA-N,O=C1C=C(C2CC2)C(=O)C(=C1)C1CC1,188.226,0.0,2.0,2.0,34.14,4.0,2.0,1.39,isocyclic,70.5,
2169,VJVOAGLABGZRSL-UHFFFAOYSA-N,COC1=CC(=O)C(C)=CC1=O,152.15,0.0,3.0,1.0,43.37,4.0,2.0,0.193,isocyclic,173.24807692307692,2.38321376301764
2171,VJVRBZLSFOTUAT-UHFFFAOYSA-N,CN1C(C)=NC2=C1C(=O)C(C)=CC2=O,190.202,0.0,4.0,0.0,51.96,4.0,2.0,0.4920000000000001,heterocyclic,190.0,
2172,VKLTVZTULGUUTE-UHFFFAOYSA-N,CNC1=CC(=O)C(C)=C(C)C1=O,165.192,1.0,3.0,1.0,46.17,4.0,2.0,0.534,isocyclic,166.5,
2175,VKSUKLOLEXMZTA-UHFFFAOYSA-N,CCOC1=CC(=O)C(OC)=C(OC)C1=O,212.202,0.0,5.0,4.0,61.83,4.0,2.0,0.915,isocyclic,79.75,
2177,VLCMMYNMQZNGEI-UHFFFAOYSA-N,CC1=NC2=C(C3=C1CCO3)C(=O)C=CC2=O,215.208,0.0,3.0,0.0,56.26,4.0,2.0,0.353,heterocyclic,210.0,
2179,VLIMRHSKDZBOTO-UHFFFAOYSA-N,FC(F)(F)C1=CC(=O)C(Cl)=CC1=O,210.54,0.0,2.0,1.0,34.14,4.0,2.0,1.229,isocyclic,110.5,
2180,VLPUCMCQQFGFDF-UHFFFAOYSA-N,FC1=CC=C2C(=O)C=CC(=O)C2=C1,176.14700000000005,0.0,2.0,0.0,34.14,4.0,2.0,1.601,isocyclic,82.5,
2181,VLVGZKXVZLAHAX-UHFFFAOYSA-N,CCCC1=CC(=O)C(C)=CC1=O,164.204,0.0,2.0,2.0,34.14,4.0,2.0,1.167,isocyclic,18.0,
2183,VMDUTOWIMYNYPL-UHFFFAOYSA-N,COC1=CC=CC2=C1C(=O)C=C(N)C2=O,203.197,1.0,3.0,1.0,69.39,4.0,2.0,1.2919999999999998,isocyclic,157.5,
2185,VMYWWYMJAYZRKX-UHFFFAOYSA-N,COC1=NSC2=C1C(=O)C=CC2=O,195.199,0.0,3.0,1.0,84.5,4.0,2.0,0.434,,128.5,
2186,VNFBSFMLDHPZMB-UHFFFAOYSA-N,C=CCC1=CC(=O)C(CC=C)=CC1=O,188.226,0.0,2.0,4.0,34.14,4.0,2.0,1.846,isocyclic,16.0,
2188,VNPPTLVCKNOXOQ-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)N1CCOCC1,193.202,0.0,4.0,1.0,46.61,4.0,2.0,0.026,heterocyclic,135.625,3.5947009611371015
2190,VNRHBFBPLDVCQM-UHFFFAOYSA-N,COC1=CC2=C(C=C1)C(=O)C(F)=CC2=O,206.173,0.0,2.0,1.0,43.37,4.0,2.0,1.471,isocyclic,175.5,
2191,VNUYKTRQBDSLMN-UHFFFAOYSA-N,CNC1=C(C)C(=O)C(C)=C(C)C1=O,179.21900000000005,1.0,3.0,1.0,46.17,4.0,2.0,0.715,isocyclic,117.5,
2192,VNWIEOJVCPVEMM-UHFFFAOYSA-N,CC1=CC(=O)C2=C(C=CC(C)=C2O)C1=O,202.21,1.0,2.0,0.0,54.37,4.0,2.0,1.4409999999999998,isocyclic,152.0,
2198,VPLVWFHGWQZCQF-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1[Se]C=C2,211.079,0.0,2.0,0.0,34.14,4.0,2.0,0.165,heterocyclic,84.5,
2199,VQAKHHWRJABLOL-UHFFFAOYSA-N,O=C1C2=C(C=CC=C2)C(=O)C2=C1N=CC=N2,210.192,0.0,4.0,0.0,59.92,4.0,2.0,0.782,heterocyclic,317.5,
2202,VRLSDXWAJZYAFZ-UHFFFAOYSA-N,OCC1=CC(=O)C2=C(O)C=CC=C2C1=O,204.182,2.0,3.0,1.0,74.6,4.0,2.0,0.607,isocyclic,161.0,
2203,VRRLTAQTMZDEDD-UHFFFAOYSA-N,CN1C(C)=C(C)C2=C1C(=O)C=CC2=O,189.21400000000003,0.0,3.0,0.0,39.07,4.0,2.0,1.199,heterocyclic,142.5,
2204,VSBOSAGJYNRBJN-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C(C=CC=C12)N(=O)=O,203.154,0.0,2.0,1.0,79.96,4.0,2.0,1.332,isocyclic,166.67857142857142,1.6296049352214048
2207,VSHVAOIJUGIMJM-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)N(=O)=O,153.094,0.0,2.0,1.0,79.96,4.0,2.0,-0.011,isocyclic,45.0,
2212,VTDZHIDOWNMJFC-UHFFFAOYSA-N,O=C1C=CC(=O)C2=NC3=CC=CC=C3N=C12,210.192,0.0,4.0,0.0,59.92,4.0,2.0,0.5579999999999999,heterocyclic,242.5,
2213,VTOQADHEUCYYSZ-UHFFFAOYSA-N,CNC1=C(OC)C(=O)C(O)=CC1=O,183.164,2.0,5.0,2.0,75.63,4.0,2.0,0.76,isocyclic,179.0,
2214,VTWDKFNVVLAELH-UHFFFAOYSA-N,CC1=CC(=O)C=CC1=O,122.123,0.0,2.0,0.0,34.14,4.0,2.0,-0.047,isocyclic,68.48166666666665,2.45714886719457
2218,VUAQXAHEDHHLHM-UHFFFAOYSA-N,O=C1C=CC(=O)C(CCC2OCCO2)=C1,208.21400000000003,0.0,4.0,3.0,52.6,4.0,2.0,-0.275,heterocyclic,50.0,
2219,VUBSFUPWGUFRSU-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1CCOC1,178.188,0.0,3.0,1.0,43.37,4.0,2.0,-0.389,heterocyclic,57.5,
2221,VUMXJBYMFNSPNW-UHFFFAOYSA-N,O=C1OC(=O)C2=C1C(=O)C=CC2=O,178.101,0.0,5.0,0.0,77.51,4.0,2.0,-0.8909999999999999,heterocyclic,235.0,
2222,VUNLLGVXZUAQFL-UHFFFAOYSA-N,CC(C)C1=CC(=O)C(C)=C(B(O)O)C1=O,208.022,2.0,4.0,2.0,74.6,4.0,2.0,0.94,,123.0,
2223,VUQXNAYTPRHDPT-GGYSAVHMSA-N,[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C2=C1C(=O)C=CC2=O,188.183,0.0,3.0,0.0,46.67,4.0,2.0,-0.8540000000000001,heterocyclic,118.5,
2224,VUQXNAYTPRHDPT-LWHRINTOSA-N,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]2([H])C2=C1C(=O)C=CC2=O,188.183,0.0,3.0,0.0,46.67,4.0,2.0,-0.8540000000000001,heterocyclic,190.5,
2226,VUWKCGZTKCOLCR-UHFFFAOYSA-N,CC1COC2=C1C(=O)C(C)=CC2=O,178.188,0.0,3.0,0.0,43.37,4.0,2.0,0.287,heterocyclic,79.5,
2227,VVAZSPXIJHYPKY-UHFFFAOYSA-N,CCC1=C(O)C(=O)C2=C(C=CC=C2)C1=O,202.21,1.0,3.0,1.0,54.37,4.0,2.0,2.4330000000000003,isocyclic,138.4,1.5830153189404073
2229,VVFNUTJHHYMHOA-UHFFFAOYSA-N,CCCC1=CC(=O)C2=C(C=CC=C2)C1=O,200.237,0.0,2.0,2.0,34.14,4.0,2.0,2.654,isocyclic,39.0,1.1858541225631423
2232,VVHSETXVMNVIMK-UHFFFAOYSA-N,COC1=CC(=O)C2=C(C=CN2)C1=O,177.15900000000005,1.0,4.0,1.0,59.16,4.0,2.0,1.147,heterocyclic,201.5,3.5355339059327378
2235,VVWQEYACRDFIGA-UHFFFAOYSA-N,CCCC1=CC(=O)C2=C(CCCO2)C1=O,206.241,0.0,3.0,2.0,43.37,4.0,2.0,1.385,heterocyclic,63.0,
2236,VWEIMPVXPBVRQD-UHFFFAOYSA-N,ClCC1=CC2=C(C=C1)C(=O)C=CC2=O,206.628,0.0,2.0,1.0,34.14,4.0,2.0,1.903,isocyclic,107.5,
2239,VWQBOGZOSOPHBU-UHFFFAOYSA-N,OC1=CC(=O)C=C(C1=O)C1=CC=CC=C1,200.194,1.0,3.0,1.0,54.37,4.0,2.0,1.978,isocyclic,115.5,
2241,VXHLTGVDHJIPIV-UHFFFAOYSA-N,CC1=C(C)C(=O)C(NCCO)=CC1=O,195.218,2.0,4.0,3.0,66.4,4.0,2.0,-0.175,isocyclic,109.0,
2243,VXTIQIYREPQVPK-UHFFFAOYSA-N,CC1=CC(=O)C(C)=C(CC(O)=O)C1=O,194.187,1.0,4.0,2.0,71.44,4.0,2.0,-0.484,isocyclic,143.75,
2247,VYGYXAIGQZWAQC-UHFFFAOYSA-N,OC1=CC(=O)C2=CC=CC(O)=C2C1=O,190.155,2.0,3.0,0.0,74.6,4.0,2.0,1.382,isocyclic,216.4,3.8716921365211876
2249,VYOQQGBYCWQRON-UHFFFAOYSA-N,CC(=O)C1=CC2=C(N=C1C)C(=O)C=CC2=O,215.208,0.0,4.0,1.0,64.1,4.0,2.0,0.469,heterocyclic,109.0,
2251,VZGMBTKAQBBYIN-UHFFFAOYSA-N,COC1=CC(=O)C2=C(NC(=O)C=C2)C1=O,205.17,1.0,5.0,1.0,72.47,4.0,2.0,-0.095,heterocyclic,270.0,
2252,VZOJFLJBRINMMQ-UHFFFAOYSA-N,CCN1C(C)=CC2=C1C(=O)C(C)=CC2=O,203.241,0.0,3.0,1.0,39.07,4.0,2.0,1.622,heterocyclic,116.0,
2256,WAMKWBHYPYBEJY-UHFFFAOYSA-N,CC1=C(C)C(=O)C(C)=C(C)C1=O,164.204,0.0,2.0,0.0,34.14,4.0,2.0,0.496,isocyclic,110.68117647058823,1.0201896153221088
2260,WBETYJLFMDARKA-UHFFFAOYSA-N,CCCC1=CC(=O)C2=C(C=CC=N2)C1=O,201.225,0.0,3.0,2.0,47.03,4.0,2.0,1.491,heterocyclic,69.0,
2261,WBLSPVSECWVRPA-UHFFFAOYSA-N,CNC1=C(C)C(=O)C(N(C)C)=C(C)C1=O,208.26,1.0,4.0,2.0,49.41,4.0,2.0,1.068,isocyclic,124.0,
2265,WBZPVEBZZBXKAL-UHFFFAOYSA-N,COC1=CC(=O)C(O)=C(C1=O)C(C)(C)C,210.23,1.0,4.0,2.0,63.6,4.0,2.0,1.921,isocyclic,98.5,
2269,WCZNBMOJQCIGIN-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1CCCC2,162.188,0.0,2.0,0.0,34.14,4.0,2.0,0.722,isocyclic,55.75,0.75
2271,WDIBBWQWEMIPLV-UHFFFAOYSA-N,O=C1C2=CC=CC=C2C2=C1C(=O)C=CC2=O,210.189,0.0,3.0,0.0,51.21,4.0,2.0,1.08,isocyclic,188.5,
2272,WDKICZPHHBKBAN-UHFFFAOYSA-N,O=C1C=CC(=O)C(=C1)C1CCCCC1,190.242,0.0,2.0,1.0,34.14,4.0,2.0,2.2880000000000003,isocyclic,53.583333333333336,1.8800856954464131
2276,WDXZJKJRWASRCE-UHFFFAOYSA-N,COC1=CC(=O)C(C)=C(OC)C1=O,182.176,0.0,4.0,2.0,52.6,4.0,2.0,0.433,isocyclic,125.04545454545455,1.0913824730493609
2281,WFMIAEHBCQQOPZ-UHFFFAOYSA-N,CC(=O)C1=CC=CC2=C1C(=O)C=CC2=O,200.194,0.0,3.0,1.0,51.21,4.0,2.0,1.317,isocyclic,136.91666666666666,3.393212178583722
2283,WFTULTJIGJSPLR-UHFFFAOYSA-N,O=C1C=CC(=O)C2=C1N=CC1=CC=CN21,198.181,0.0,4.0,0.0,51.43,4.0,2.0,1.177,heterocyclic,181.0,
2285,WGCISMWFRZYHJR-UHFFFAOYSA-N,CNC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,201.225,1.0,3.0,1.0,46.17,4.0,2.0,2.021,isocyclic,130.5,2.2638462845343543
2287,WGEULZUVXZTPOH-UHFFFAOYSA-N,CC1=C(O)C(=O)C2=C(C=CC(O)=C2)C1=O,204.182,2.0,3.0,0.0,74.6,4.0,2.0,1.5630000000000002,,340.0,
2290,WHBGOWGZMKGLJR-UHFFFAOYSA-N,COC(OC)C1=CC(=O)C=C(OC)C1=O,212.202,0.0,5.0,4.0,61.83,4.0,2.0,-0.275,isocyclic,86.5,
